year,week,state,district,locality,total_locality_cases,outbreak_duration_days,total_state_cases,total_state_deaths,iso_year,total_rainfall_mm,mean_wind_speed,total_solar_radiation_mjm2,days_in_week
2010,9,SELANGOR,MPSJ,Pjs 9,17.0,109,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBPJ,Flat Desa Mentari Pjs 6,24.0,99,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Petaling,Seksyen 7 Flat  A,59.0,86,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPSJ,Ss 18,63.0,85,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPSJ,Usj 2,18.0,76,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPSJ,Usj 11,62.0,75,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Hulu Langat,Pangsapuri Sri Ayu Seksyen 4 Bandar Baru Bangi,39.0,69,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Gombak,Kg Wira Damai,15.0,68,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Petaling,Seksyen 7 Flat D,88.0,67,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Petaling,Seksyen 7 Teres A,26.0,63,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Petaling,Seksyen 7 Teres A,74.0,63,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Gombak,Taman Samudera Timur,16.0,63,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPAJ,Au5D Taman Keramat (Zon A),8.0,60,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Petaling,Seksyen 7E B,54.0,60,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBPJ,Mentari Court Pjs 8,20.0,58,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPSJ,Ss 14,22.0,57,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Gombak,Kg Desa Aman,20.0,56,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Hulu Langat,Kuarters Penjara,20.0,55,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Gombak,Taman Sri Gombak Fasa 9,15.0,52,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBPJ,Apartment Suria Mas Pjs 10,10.0,50,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBPJ,Flat Desaria Pjs 5,32.0,48,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPSJ,Taman Universiti Indah 1,9.0,46,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Hulu Langat,Seksyen 1 Bandar Rinching,9.0,41,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Petaling,Seksyen 7 Flat B,12.0,41,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBSA,Kolej Jati,11.0,40,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBSA,Seksyen 7D,9.0,40,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBPJ,Flat Taman Sri Manja Pjs 3,13.0,39,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPAJ,Taman Melawati (Zon 5),15.0,38,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPSJ,Bandar Kinrara (6),10.0,38,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPAJ,Pandan Indah (Zon B Episod B),10.0,38,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPAJ,Taman Permata (Zon A),6.0,38,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Hulu Langat,Apartment 16C Seksyen 16 Bandar Baru Bangi,13.0,37,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBPJ,Sri Manja Court Pjs 3,16.0,36,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPS,Taman Tun Teja,6.0,35,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPSJ,Taman Sedang Perdana (Sp 5),17.0,33,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPAJ,Taman Dagang Jaya ( Zon A),9.0,32,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Hulu Langat,Taman Cheras Awana,10.0,32,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MBPJ,Flat Sri Meranti Sd 13 Pju 9,8.0,31,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Hulu Langat,Apartment Seksyen 3 Bandar Teknologi,5.0,31,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,Hulu Langat,Seksyen 2 Bandar Rinching,7.0,30,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,SELANGOR,MPAJ,Taman Bukit Teratai (Zon C),8.0,30,496,2,2010,61.96666666666666,1.2904761904761906,148.35500000000005,7
2010,9,WPKL/PUTRAJAYA,Cheras,Ppr Taman Mulia,21.0,60,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Cheras,Ppr Desa Tun Razak,10.0,54,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Cheras,Flat Sri Melaka.,6.0,32,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Setapak,Taman Setapak Jaya (Jalan Rejang 4-10),14.0,53,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Setapak,"Keramat Wangsa Kelumpuk Kuang,Teratai,Menara Merak Kayangan.",13.0,44,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Setapak,Ppr Air Panas,8.0,48,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Setapak,Keramat Wangsa Kelumpuk Sunding  Malam Bunga Raya,5.0,30,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Pusat Bandar,Bandar Baru Sentul (Menara Orkid),15.0,50,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Pusat Bandar,Flat Sri Selangor,49.0,38,154,0,2010,0.0,1.885714285714286,,7
2010,9,WPKL/PUTRAJAYA,Klang Lama,Ppr Kg Limau,8.0,33,154,0,2010,0.0,1.885714285714286,,7
2010,9,JOHOR,MPJBT,"Taman Desa Cemerlang Rumah Pangsa,Pelentong.",39.0,77,45,1,2010,-1.7249999999999992,1.8357142857142856,129.22,7
2010,9,JOHOR,MBJB,"Taman Gembira,Tebrau.",12.0,73,45,1,2010,-1.7249999999999992,1.8357142857142856,129.22,7
2010,9,JOHOR,MBJB,"Larkin Jaya,Bandaraya",12.0,34,45,1,2010,-1.7249999999999992,1.8357142857142856,129.22,7
2010,9,JOHOR,MPPG,"Apartment Tg Putri Resort,Pelentong.",8.0,46,45,1,2010,-1.7249999999999992,1.8357142857142856,129.22,7
2010,9,JOHOR,MBJB,"Kg Melayu Majidee, Bandaraya",7.0,41,45,1,2010,-1.7249999999999992,1.8357142857142856,129.22,7
2010,9,JOHOR,MBJB,Kondo Bukit Saujana Bandaraya Jb,13.0,50,45,1,2010,-1.7249999999999992,1.8357142857142856,129.22,7
2010,9,JOHOR,MBJB,"Taman Scientex Jalan Serindit,Pelentong",12.0,68,45,1,2010,-1.7249999999999992,1.8357142857142856,129.22,7
2010,9,SARAWAK,Miri,Kg Baru Jalan Anting 2,36.0,69,100,0,2010,29.675,1.589795918367347,104.04,7
2010,9,SARAWAK,Miri,"Pujut Tanjung Batu, Lorong 1C",15.0,82,100,0,2010,29.675,1.589795918367347,104.04,7
2010,9,SARAWAK,Miri,Piasau Utara Lorong 3B,14.0,93,100,0,2010,29.675,1.589795918367347,104.04,7
2010,9,SARAWAK,Marudi,Long Teru,7.0,32,100,0,2010,29.675,1.589795918367347,104.04,7
2010,9,SARAWAK,Bintulu,Bandar Baru Bintulu,13.0,88,100,0,2010,29.675,1.589795918367347,104.04,7
2010,9,PAHANG,Kuantan,Taman Cenderawasih,22.0,33,38,0,2010,0.6,1.2085714285714284,146.235,7
2010,9,PULAU PINANG,Timur Laut,"Lorong Nipah,Sungai Dua",6.0,37,23,0,2010,-3.5333333333333328,2.5285714285714294,163.75,7
2010,9,TERENGGANU,KKM,Kampung Buluh Gading,36.0,33,23,0,2010,0.0,1.85,,7
2010,9,TERENGGANU,KKM,Kampung Buluh Gading,36.0,33,23,0,2010,0.0,,,7
2010,10,SELANGOR,MPSJ,Pjs 9,17.0,116,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBPJ,Flat Desa Mentari Pjs 6,24.0,106,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPSJ,Ss 18,63.0,92,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPSJ,Usj 2,18.0,83,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPSJ,Usj 11,67.0,82,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Hulu Langat,Pangsapuri Sri Ayu Seksyen 4 Bandar Baru Bangi,39.0,76,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPAJ,Au5D Taman Keramat (Zon A),9.0,67,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBPJ,Mentari Court Pjs 8,23.0,65,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPSJ,Ss 14,22.0,64,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Gombak,Kg Desa Aman,27.0,63,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Hulu Langat,Kuarters Penjara,20.0,62,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Gombak,Taman Sri Gombak Fasa 9,17.0,59,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBPJ,Apartment Suria Mas Pjs 10,10.0,57,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBPJ,Flat Desaria Pjs 5,34.0,55,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Hulu Langat,Seksyen 1 Bandar Rinching,9.0,48,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBSA,Seksyen 7D,10.0,47,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBSA,Kolej Jati,11.0,47,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBPJ,Flat Taman Sri Manja Pjs 3,13.0,46,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPAJ,Taman Melawati (Zon 5),17.0,45,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPSJ,Bandar Kinrara (6),10.0,45,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Hulu Langat,Apartment 16C Seksyen 16 Bandar Baru Bangi,14.0,44,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBPJ,Sri Manja Court Pjs 3,16.0,43,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPSJ,Taman Sedang Perdana (Sp 5),18.0,40,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPAJ,Taman Dagang Jaya ( Zon A),9.0,39,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Hulu Langat,Taman Cheras Awana,10.0,39,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Hulu Langat,Seksyen 2 Bandar Rinching,9.0,37,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPAJ,Taman Bukit Teratai (Zon C),12.0,37,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPSJ,Pjs 11,11.0,36,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPAJ,Taman Dagang (Zon A),9.0,35,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Hulu Langat,Taman Jasmin,5.0,33,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Sepang,Apartment Rista Villa,5.0,33,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,Gombak,Selayang Baru K5,7.0,31,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MPSJ,Pusat Bandar Puchong ( Jalan Wawasan )(2),9.0,30,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,SELANGOR,MBSA,Subang Suria & Hijauan Seksyen U5,7.0,30,467,3,2010,73.0,1.4428571428571428,142.21499999999997,7
2010,10,WPKL/PUTRAJAYA,Cheras,Ppr Taman Mulia,22.0,67,169,0,2010,1.2,3.1571428571428566,,7
2010,10,WPKL/PUTRAJAYA,Cheras,Ppr Desa Tun Razak,13.0,61,169,0,2010,1.2,3.1571428571428566,,7
2010,10,WPKL/PUTRAJAYA,Cheras,Flat Sri Melaka.,7.0,39,169,0,2010,1.2,3.1571428571428566,,7
2010,10,WPKL/PUTRAJAYA,Setapak,Taman Setapak Jaya (Jalan Rejang 4-10),15.0,60,169,0,2010,1.2,3.1571428571428566,,7
2010,10,WPKL/PUTRAJAYA,Setapak,"Keramat Wangsa Kelumpuk Kuang,Teratai,Menara Merak Kayangan.",15.0,51,169,0,2010,1.2,3.1571428571428566,,7
2010,10,WPKL/PUTRAJAYA,Setapak,Keramat Wangsa Kelumpuk Sunding  Malam Bunga Raya,5.0,37,169,0,2010,1.2,3.1571428571428566,,7
2010,10,WPKL/PUTRAJAYA,Pusat Bandar,Bandar Baru Sentul (Menara Orkid),16.0,57,169,0,2010,1.2,3.1571428571428566,,7
2010,10,WPKL/PUTRAJAYA,Pusat Bandar,Flat Sri Selangor,62.0,45,169,0,2010,1.2,3.1571428571428566,,7
2010,10,WPKL/PUTRAJAYA,Klang Lama,Ppr Kg Limau,9.0,40,169,0,2010,1.2,3.1571428571428566,,7
2010,10,JOHOR,MPJBT,"Taman Desa Cemerlang Rumah Pangsa,Pelentong.",41.0,84,59,0,2010,-15.424999999999995,2.196428571428572,105.92,7
2010,10,JOHOR,MBJB,"Larkin Jaya,Bandaraya",12.0,40,59,0,2010,-15.424999999999995,2.196428571428572,105.92,7
2010,10,JOHOR,MBJB,"Kg Melayu Majidee, Bandaraya",8.0,48,59,0,2010,-15.424999999999995,2.196428571428572,105.92,7
2010,10,JOHOR,MPJBT,"Taman Pelangi Indah Flat Jalan Cantik,Tebrau.",17.0,55,59,0,2010,-15.424999999999995,2.196428571428572,105.92,7
2010,10,JOHOR,MBJB,"Taman Kenanga,Tebrau",8.0,31,59,0,2010,-15.424999999999995,2.196428571428572,105.92,7
2010,10,JOHOR,MBJB,Kondo Bukit Saujana Bandaraya Jb,14.0,57,59,0,2010,-15.424999999999995,2.196428571428572,105.92,7
2010,10,JOHOR,MBJB,"Taman Scientex Jalan Serindit,Pelentong",13.0,75,59,0,2010,-15.424999999999995,2.196428571428572,105.92,7
2010,10,SARAWAK,Miri,Kg Baru Jalan Anting 2,40.0,76,106,0,2010,43.12500000000001,1.6530612244897958,85.78999999999998,7
2010,10,SARAWAK,Miri,"Pujut Tanjung Batu, Lorong 1C",17.0,89,106,0,2010,43.12500000000001,1.6530612244897958,85.78999999999998,7
2010,10,SARAWAK,Miri,Piasau Utara Lorong 3B,15.0,100,106,0,2010,43.12500000000001,1.6530612244897958,85.78999999999998,7
2010,10,SARAWAK,Bintulu,Bandar Baru Bintulu,13.0,95,106,0,2010,43.12500000000001,1.6530612244897958,85.78999999999998,7
2010,10,PAHANG,Kuantan,Taman Cenderawasih,22.0,40,33,0,2010,24.680000000000003,1.5371428571428571,119.1,7
2010,10,PERAK,Batang Padang,"Kg Baru Coldstrem, Bidor",7.0,33,46,0,2010,14.7,1.4095238095238096,144.41,7
2010,10,TERENGGANU,KKM,Kampung Buluh Gading,37.0,40,18,0,2010,31.25,2.2857142857142856,,7
2010,10,TERENGGANU,KKM,Kampung Buluh Gading,37.0,40,18,0,2010,43.60000000000001,,,7
2010,10,TERENGGANU,KKM,Rakr Telaga Daeng,15.0,36,18,0,2010,31.25,2.2857142857142856,,7
2010,10,TERENGGANU,KKM,Rakr Telaga Daeng,15.0,36,18,0,2010,43.60000000000001,,,7
2010,11,SELANGOR,MBPJ,Flat Desa Mentari Pjs 6,26.0,113,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPSJ,Ss 18,71.0,99,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPSJ,Taman Sedang Perdana (Sp 5),20.0,47,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,Hulu Langat,Taman Cheras Awana,10.0,46,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,Hulu Langat,Seksyen 2 Bandar Rinching,14.0,44,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPAJ,Taman Bukit Teratai (Zon C),12.0,44,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPSJ,Pjs 11,12.0,43,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPAJ,Taman Dagang (Zon A),9.0,42,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,Gombak,Selayang Baru K5,7.0,38,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPSJ,Pusat Bandar Puchong ( Jalan Wawasan )(2),10.0,37,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPSJ,Usj 6,12.0,35,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPSJ,Taman Bkt Serdang,10.0,35,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPKJ,Taman Sepakat Indah,8.0,34,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPAJ,Au3/1 Taman Keramat (Zon A),12.0,33,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPAJ,Taman Ukay Perdana (Zon 6),9.0,32,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,Gombak,Selayang Baru K2,8.0,32,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPAJ,Pandah Indah (Zon C),11.0,30,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,MPSJ,Ss 15,12.0,30,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,Hulu Langat,Apartment Pesona Taman Kajang,8.0,30,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,SELANGOR,Gombak,Taman Sri Gombak F1,8.0,30,447,0,2010,47.0,1.4571428571428573,141.83,7
2010,11,WPKL/PUTRAJAYA,MPSJ,Usj 11,70.0,89,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,MPAJ,Au5D Taman Keramat (Zon A),9.0,74,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,MBPJ,Mentari Court Pjs 8,23.0,72,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Gombak,Kg Desa Aman,30.0,70,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Gombak,Taman Sri Gombak Fasa 9,21.0,66,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,MBPJ,Flat Desaria Pjs 5,36.0,62,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,MBSA,Seksyen 7D (Teres Jalan 7/63),12.0,54,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,MPAJ,Taman Melawati (Zon 5),19.0,52,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Hulu Langat,Apartment 16C Seksyen 16 Bandar Baru Bangi,17.0,51,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Cheras,Ppr Taman Mulia,23.0,74,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Cheras,Ppr Desa Tun Razak,13.0,68,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Cheras,Flat Sri Melaka.,7.0,46,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Setapak,Taman Setapak Jaya (Jalan Rejang 4-10),19.0,67,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Setapak,"Keramat Wangsa Kelumpuk Kuang,Teratai,Menara Merak Kayangan.",15.0,58,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Setapak,Desa Tun Hussin Onn B ( Blok 5-17),7.0,34,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Pusat Bandar,Bandar Baru Sentul (Menara Orkid),17.0,64,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Pusat Bandar,Flat Sri Selangor,74.0,52,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Klang Lama,Ppr Kg Limau,9.0,47,140,0,2010,0.0,3.1428571428571432,,7
2010,11,WPKL/PUTRAJAYA,Klang Lama,Vista Angkasa,7.0,30,140,0,2010,0.0,3.1428571428571432,,7
2010,11,JOHOR,MPJBT,"Taman Desa Cemerlang Rumah Pangsa,Pelentong.",43.0,91,53,1,2010,58.22500000000001,2.0642857142857145,82.63000000000002,7
2010,11,JOHOR,MBJB,"Kg Melayu Majidee, Bandaraya",8.0,56,53,1,2010,58.22500000000001,2.0642857142857145,82.63000000000002,7
2010,11,JOHOR,MPJBT,"Taman Pelangi Indah Flat Jalan Cantik,Tebrau.",17.0,62,53,1,2010,58.22500000000001,2.0642857142857145,82.63000000000002,7
2010,11,JOHOR,MBJB,"Taman Kenanga,Tebrau",8.0,38,53,1,2010,58.22500000000001,2.0642857142857145,82.63000000000002,7
2010,11,JOHOR,MBJB,"Flat Larkin ,Bandaraya",10.0,30,53,1,2010,58.22500000000001,2.0642857142857145,82.63000000000002,7
2010,11,JOHOR,MBJB,Kondo Bukit Saujana Bandaraya Jb,14.0,64,53,1,2010,58.22500000000001,2.0642857142857145,82.63000000000002,7
2010,11,JOHOR,MBJB,"Taman Scientex Jalan Serindit,Pelentong",13.0,82,53,1,2010,58.22500000000001,2.0642857142857145,82.63000000000002,7
2010,11,SARAWAK,Miri,Kg Baru Jalan Anting 2,41.0,83,72,0,2010,80.5625,1.6020408163265305,100.23,7
2010,11,SARAWAK,Miri,"Pujut Tanjung Batu, Lorong 1C",18.0,96,72,0,2010,80.5625,1.6020408163265305,100.23,7
2010,11,SARAWAK,Miri,Piasau Utara Lorong 3B,15.0,107,72,0,2010,80.5625,1.6020408163265305,100.23,7
2010,11,SARAWAK,Bintulu,Bandar Baru Bintulu,13.0,102,72,0,2010,80.5625,1.6020408163265305,100.23,7
2010,11,PAHANG,Kuantan,Taman Cenderawasih,22.0,47,21,0,2010,36.8,1.4857142857142858,120.72,7
2010,11,PAHANG,Kuantan,Taman Indera Mahkota 5,9.0,32,21,0,2010,36.8,1.4857142857142858,120.72,7
2010,11,TERENGGANU,KKM,Kampung Buluh Gading,37.0,47,15,0,2010,32.8,2.0785714285714283,,7
2010,11,TERENGGANU,KKM,Kampung Buluh Gading,37.0,47,15,0,2010,60.3,,,7
2010,11,TERENGGANU,KKM,Rakr Telaga Daeng,15.0,43,15,0,2010,32.8,2.0785714285714283,,7
2010,11,TERENGGANU,KKM,Rakr Telaga Daeng,15.0,43,15,0,2010,60.3,,,7
2010,12,SELANGOR,MBPJ,Flat Desa Mentari Pjs 6,26.0,120,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MPSJ,Ss 18,71.0,106,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MPSJ,Usj 11,70.0,96,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MBPJ,Mentari Court Pjs 8,25.0,79,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,Gombak,Kg Desa Aman,32.0,77,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,Gombak,Taman Sri Gombak Fasa 9,23.0,73,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MBPJ,Flat Desaria Pjs 5,37.0,69,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MBSA,Seksyen 7D (Teres Jalan 7/63),13.0,61,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MPAJ,Taman Melawati (Zon 5),19.0,59,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,Hulu Langat,Apartment 16C Seksyen 16 Bandar Baru Bangi,20.0,58,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MPSJ,Taman Sedang Perdana (Sp 5),22.0,54,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,Hulu Langat,Taman Cheras Awana,10.0,53,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,Hulu Langat,Seksyen 2 Bandar Rinching,23.0,51,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MPSJ,Pjs 11,12.0,50,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MPAJ,Taman Dagang (Zon A),11.0,49,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MPSJ,Pusat Bandar Puchong ( Jalan Wawasan )(2),11.0,44,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
2010,12,SELANGOR,MPSJ,Taman Bukit Serdang,14.0,42,381,2,2010,72.06666666666669,1.3190476190476192,108.745,7
