year,month_monday,state,district,locality,total_locality_cases,outbreak_duration_days,total_state_cases,total_state_deaths,total_rainfall_mm,mean_wind_speed,total_solar_radiation_mjm2,days_in_month,weeks_in_month
2014,1,SELANGOR,Hulu Langat,Jalan Tps 3 Taman Pelangi Semenyih,416.0,110.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Hulu Langat,Jalan Wawasan 1/1-1/10 Bandar Baru Ampang,17.0,43.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Hulu Langat,Kampung Baru Semenyih,57.0,60.25,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Hulu Langat,Kampung Pinggiran Lembah Jaya,4.0,37.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Hulu Langat,Kampung Sungai Tangkas,5.0,31.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Hulu Langat,Kem Pga Batu 7 Cheras,9.0,33.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Hulu Langat,Kuarters Penjara Kajang,15.0,38.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Hulu Langat,Lorong Dato Mufti 1-6 Kampung Dato Mufti,9.0,61.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Hulu Langat,Pangsapuri  Prima Saujana Kajang,32.0,64.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Hulu Langat,Pangsapuri Cheras Utama,19.0,72.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Hulu Langat,Pangsapuri Delima Taman Pinggiran Delima,52.0,107.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Hulu Langat,Seksyen 1 Bandar Rinching,111.0,52.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Hulu Langat,Seksyen 2 Bandar Rinching,92.0,46.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Hulu Langat,Seksyen 3 Bandar Teknologi,16.0,37.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Hulu Langat,Seksyen 5 Bandar Rinching,8.0,37.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Hulu Langat,Seksyen 6 Bandar Tasik Kesuma,13.0,36.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Hulu Langat,Taman Anggerik Perdana,7.0,33.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Hulu Langat,Taman Desa Kenanga,63.0,41.0,2270.0,0.0,-16.166666666666654,1.7396825396825395,380.54999999999995,21,3
2014,1,SELANGOR,Hulu Langat,Taman Dusun Jaya Semenyih,9.0,33.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Hulu Langat,Taman Kajang Baru,53.0,39.0,2270.0,0.0,-16.166666666666654,1.7396825396825395,380.54999999999995,21,3
2014,1,SELANGOR,Hulu Langat,Taman Mesra Kajang,98.0,62.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Hulu Langat,Taman Pinggiran Saujana,9.0,31.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Hulu Langat,Taman Semenyih Indah,20.0,49.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Hulu Langat,Taman Seri Intan,54.0,56.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Hulu Langat,Taman Sri Bangi,4.0,31.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Hulu Langat,Taman Sungai Jelok,119.0,77.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Hulu Langat,Taman Taming Impian,118.0,92.0,3174.0,1.0,36.100000000000016,1.6174603174603173,348.53499999999997,21,3
2014,1,SELANGOR,Hulu Langat,Taman Tenaga,37.0,79.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Hulu Selangor,Jalan Tanjung  Bs,7.0,33.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Klang,T.S Jalan Dato Dagang 1-10,10.0,37.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Klang,Taman Bayu Perdana  (Jalan Batu Unjur 4),8.0,34.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Bandar Bukit Puchong 1 (Flat Bandar Bukit Puchong),20.0,102.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Bandar Bukit Puchong 3,61.0,67.0,3174.0,1.0,36.100000000000016,1.6174603174603173,348.53499999999997,21,3
2014,1,SELANGOR,Petaling,Bandar Bukit Puchong Vista Prima,36.0,89.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Bandar Kinrara 1,5.0,39.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Bandar Kinrara 2,49.0,41.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Batu 14 Kampung Baru Puchong,10.0,42.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Batu 14 Kampung Bunga Melur,28.0,39.0,2270.0,0.0,-16.166666666666654,1.7396825396825395,380.54999999999995,21,3
2014,1,SELANGOR,Petaling,Kota Perdana Kp 4 (Mawar Jaya),10.0,35.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Pjs 10 Apartment Ehsan,7.0,34.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Pjs 10 Kondo Ridzuan,227.0,114.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Pjs 10 Taman Dato Hormat,64.0,80.0,3174.0,1.0,36.100000000000016,1.6174603174603173,348.53499999999997,21,3
2014,1,SELANGOR,Petaling,Pjs 10 Taman Sri Subang,100.0,84.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Pjs 2D (Flat Desa Mentari),5.0,31.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,Pjs 3 Flat Taman Sri Manja,22.0,36.5,2271.0,1.0,-16.166666666666654,1.6999999999999997,229.80999999999995,14,2
2014,1,SELANGOR,Petaling,Pjs 5 Flat Desa Ria,139.0,93.66666666666667,2103.0,0.0,32.533333333333346,1.604761904761905,387.80499999999995,21,3
2014,1,SELANGOR,Petaling,"Pjs 6 Flat Desa Mentari 2 (Blok 4, 5 , 6)",114.0,106.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,"Pjs 8 Mentari Court 1(Blok A,B,C,D)",573.0,219.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Pjs 9 Lagoon Perdana,231.0,120.66666666666667,2103.0,0.0,32.533333333333346,1.604761904761905,387.80499999999995,21,3
2014,1,SELANGOR,Petaling,"Pju 10 Apartment Idaman 1     ( Blok A,B,C,H,J,K,L,M,N )",15.0,39.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Petaling,Pju 10 Apartment Permai,4.0,35.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,"Pju 10 Apartmentidaman 2 ( Blok E,F,G,O,P,Q,R,S )",90.0,105.0,2270.0,0.0,-16.166666666666654,1.7396825396825395,380.54999999999995,21,3
2014,1,SELANGOR,Petaling,"Pju 10;Apartmentidaman 2 ( Blok E,F,G,O,P,Q,R,S )",28.0,91.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Pju 1A Ara Damansara,10.0,34.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,Pju 3 (Rianagreencondo),24.0,35.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Petaling,Pju 5 Seksyen  5,19.0,39.0,1069.0,,3.566666666666673,1.838095238095238,262.21000000000004,14,2
2014,1,SELANGOR,Petaling,Pju 5 Seksyen 4 Gugusan Semarak,16.0,72.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Pju 5 Seksyen 6,234.0,97.75,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Pju 8 ( Perdana  Exclusive Kondo),5.0,36.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Pju 9 Sd 8,11.0,32.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,Pusat Bandar Puchong (Jalan Wawasan 2),47.0,74.33333333333333,1972.0,,55.83333333333334,1.7095238095238094,380.935,21,3
2014,1,SELANGOR,Petaling,Pusat Bandar Puchong 5 ( Sri Jati ),58.0,116.0,2104.0,1.0,32.533333333333346,1.4976190476190476,237.06499999999994,14,2
2014,1,SELANGOR,Petaling,Pusat Bandar Punchong (Jalan Wawasan 3),9.0,37.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Putra Height 2 ( Jalan Putra Bistari ),6.0,34.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Putra Height 9 ( Pangsapuri Seri Mutiara ),28.0,48.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Petaling,Putra Height 9 ( Pangsapuri Seri Mutiara;),10.0,31.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen  20 Kuarters Polis (Blok 5 - Blok 12),51.0,50.0,2270.0,0.0,-16.166666666666654,1.7396825396825395,380.54999999999995,21,3
2014,1,SELANGOR,Petaling,Seksyen  20 Kuarters;Polis (Blok 5 - Blok 12),13.0,36.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen  23 Teres C ( Jalan 23/6 - 23/6C & 23/11 - 12/12 ),6.0,33.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Seksyen  24 Flat B,5.0,35.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,Seksyen  24 Teres A,5.0,37.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Seksyen  24 Teres B,9.0,50.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen  3 Uitm Shah Alam Kolej Jati,85.0,111.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Petaling,Seksyen  7 Pangsapuri Kristal,58.0,69.0,2104.0,1.0,32.533333333333346,1.4976190476190476,237.06499999999994,14,2
2014,1,SELANGOR,Petaling,Seksyen  U10 Aalam Budiman ( Jalan Pulau Lumut),47.0,47.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Petaling,Seksyen 1 Uitm Shah Alam Kolej Melati,4.0,32.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen 11 (Teres A),16.0,44.5,902.0,,52.26666666666667,1.6357142857142861,269.46500000000003,14,2
2014,1,SELANGOR,Petaling,Seksyen 13 (Apartment Perdana),15.0,38.0,2104.0,1.0,32.533333333333346,1.4976190476190476,237.06499999999994,14,2
2014,1,SELANGOR,Petaling,Seksyen 16 Kuarters Suk,95.0,71.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen 18 (Uitm-Kolej Cemara),110.0,69.25,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen 18 Teres D,39.0,70.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Petaling,Seksyen 2 Uitm Shah.Alam Kolej Meranti,9.0,39.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen 24 Flat  Pkns A        ( Blok 1 - 9 ),78.0,60.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Petaling,Seksyen 24 Teres C                ( Jalan 24/8 - 24/12 ),7.0,45.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen 27 Apartment Ixora,281.0,113.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen 27 Flat A (Blok 1;- Blok 6),9.0,35.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Seksyen 27 Flat D,27.0,42.333333333333336,1972.0,,55.83333333333334,1.7095238095238094,380.935,21,3
2014,1,SELANGOR,Petaling,Seksyen 27 Teres B,13.0,35.5,2271.0,1.0,-16.166666666666654,1.6999999999999997,229.80999999999995,14,2
2014,1,SELANGOR,Petaling,Seksyen 27 Teres C                 ( Jalan 27/14 - 27/14J ),14.0,43.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,Seksyen 7 Pangsapuri Baiduri,39.0,58.666666666666664,2103.0,0.0,32.533333333333346,1.604761904761905,387.80499999999995,21,3
2014,1,SELANGOR,Petaling,Seksyen 7 Shah Alam Flat A (Blok 1 - Blok 12 & Blok 38 - Blok 43),795.0,198.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen 7 Shah Alam Flat B (Blok 13 - Blok 37),433.0,177.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen 7 Shah Alam Kondominium Kristal Height,18.0,79.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen 7 Shah Alam Teres  A Zon C (Jalan 7/3 - 7/10),5.0,37.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31 - 7/35),336.0,109.33333333333333,1972.0,,55.83333333333334,1.7095238095238094,380.935,21,3
2014,1,SELANGOR,Petaling,Seksyen 7 Shah Alam Teres B Zon C (Jalan 7/31;- 7/35),122.0,114.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Seksyen 7 Shah Alam Teres D Zon D (Jalan 7/72 - 7/89),109.0,49.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen 7E B Pusat Komersial (Jalan Aa7/Aa & Ac7/Ac & Jalan U7/U - Z7/Z),81.0,121.0,1069.0,,3.566666666666673,1.838095238095238,262.21000000000004,14,2
2014,1,SELANGOR,Petaling,Seksyen 7E B Pusat Komersial (Jalan Aa7/Aa & Ac7/Ac &;Jalan U7/U - Z7/Z),36.0,107.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen 7E B Pusat Komersial (Jalan Aa7/Aa;& Ac7/Ac & Jalan U7/U - Z7/Z),42.0,121.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Seksyen 8 Teres B2 (Jalan 8/14 - Jalan 8/28),147.0,97.5,1973.0,0.0,55.83333333333334,1.6547619047619047,230.195,14,2
2014,1,SELANGOR,Petaling,Seksyen U1 Kuarters Pendidikan Politeknik,79.0,56.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen U12 (Taman Desa Alam B),7.0,35.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Seksyen U16 Denai Alam Teres M,94.0,54.25,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen U16 Teres N Denai Alam,31.0,57.5,902.0,,52.26666666666667,1.6357142857142861,269.46500000000003,14,2
2014,1,SELANGOR,Petaling,Seksyen U2 (Pangsapuri Jaya),181.0,62.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Seksyen U2 Teres G,5.0,31.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Seksyen U2 Teres H,9.0,32.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,"Seksyen U20 Bandar Baru Sg Buluh Fasa 1A (Jalan 1A , Jalan Industri & Kedai)",55.0,46.0,3174.0,1.0,36.100000000000016,1.6174603174603173,348.53499999999997,21,3
2014,1,SELANGOR,Petaling,Seksyen U3 Apartment Daisy B ( Blok 3 - 8 ),6.0,44.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen U5 ( Pangsapuri Seri Kejora ),28.0,38.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Petaling,Seksyen U5 Apartment Merak,25.0,56.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Petaling,Seksyen U5 Pangsapuri Subang Suria,74.0,111.33333333333333,1972.0,,55.83333333333334,1.7095238095238094,380.935,21,3
2014,1,SELANGOR,Petaling,Seksyen U5 Subang Bestari E,7.0,40.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Seksyen U5 Subang Pelangi,15.0,38.5,2271.0,1.0,-16.166666666666654,1.6999999999999997,229.80999999999995,14,2
2014,1,SELANGOR,Petaling,Seri Kembangan (The Heritage),157.0,72.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Ss 14/1,16.0,47.0,2104.0,1.0,32.533333333333346,1.4976190476190476,237.06499999999994,14,2
2014,1,SELANGOR,Petaling,Ss 15/5,27.0,47.0,3174.0,1.0,36.100000000000016,1.6174603174603173,348.53499999999997,21,3
2014,1,SELANGOR,Petaling,Ss 19/1 Subang Jaya,113.0,112.0,3174.0,1.0,36.100000000000016,1.6174603174603173,348.53499999999997,21,3
2014,1,SELANGOR,Petaling,Ss 19/6,145.0,62.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Ss 2 (Selatan),30.0,46.333333333333336,1972.0,,55.83333333333334,1.7095238095238094,380.935,21,3
2014,1,SELANGOR,Petaling,Ss 2 (Timur),7.0,35.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Ss 22,63.0,42.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Ss 3,31.0,43.333333333333336,1972.0,,55.83333333333334,1.7095238095238094,380.935,21,3
2014,1,SELANGOR,Petaling,Ss 3 ( Taman Universiti;),31.0,98.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Ss 6 Kediaman Kastam Kelana Jaya,9.0,32.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Ss 7 Kelana Puteri Kondo,25.0,37.666666666666664,2270.0,0.0,-16.166666666666654,1.7396825396825395,380.54999999999995,21,3
2014,1,SELANGOR,Petaling,Ss 8 Petaling Jaya,23.0,70.5,2271.0,1.0,-16.166666666666654,1.6999999999999997,229.80999999999995,14,2
2014,1,SELANGOR,Petaling,Ss 9,90.0,52.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,"Ss 9A 1 (Jalan 9A/3,5,6,7,8,9,10,11,12,17,20 )",28.0,53.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,"Ss 9A 1 (Jln 9A/3,5,6,7,8,9,10,11,12,17,20 )",18.0,39.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,"Ss 9A 1 (Jln 9A/3,5,6,7,8,9,10,11,12,17,;20 )",25.0,46.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,"Ss 9A 1 (Jln 9A/3,5,6,7,8,9,10,11,12,;17,20 )",14.0,32.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,"Ss 9A 2 ( Jln 9A/1,2,4,13,14,15,16,18,19 )",12.0,72.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,"Ss 9A 2 ( Jln 9A/1,2,4,13,14,15,16,18;,19 )",11.0,65.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Taman  Equine ( Apartment Putra Permai ),8.0,43.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Taman  Equine ( Apartment Putra Permai;),7.0,36.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Taman  Equini (Jalan Putra Permai 2),66.0,111.0,1069.0,,3.566666666666673,1.838095238095238,262.21000000000004,14,2
2014,1,SELANGOR,Petaling,Taman  Serdang  Perdanaa      ( South City Condo ),8.0,41.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,Taman Bukit Kuchai 1 ( Jalan 9-26 ),27.0,38.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Petaling,Taman Dato Harun,85.0,58.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Taman Kinrara 3 ( Vista Lavender ),76.0,50.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Taman Lestari Perdana ( Sri Indah ),17.0,45.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Taman Lestari Putra 4,64.0,74.0,3174.0,1.0,36.100000000000016,1.6174603174603173,348.53499999999997,21,3
2014,1,SELANGOR,Petaling,Taman Pinggiran Putra (Putra Permai Selesa Apartment),88.0,103.66666666666667,2270.0,0.0,-16.166666666666654,1.7396825396825395,380.54999999999995,21,3
2014,1,SELANGOR,Petaling,Taman Pinggiran Putra 16 ( Putra Indah ),17.0,48.5,2271.0,1.0,-16.166666666666654,1.6999999999999997,229.80999999999995,14,2
2014,1,SELANGOR,Petaling,Taman Pinggiran Putra 39      ( Putra Impian ),9.0,63.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Taman Pinggiran Putra;39       ( Putra Impian ),8.0,49.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Taman Puchong Indah 3,21.0,41.0,2270.0,0.0,-16.166666666666654,1.7396825396825395,380.54999999999995,21,3
2014,1,SELANGOR,Petaling,Taman Puchong Perdana (Jalan Mawar),35.0,48.5,3173.0,0.0,36.100000000000016,1.6678571428571427,499.275,28,4
2014,1,SELANGOR,Petaling,Taman Puchong Prima 1,12.0,40.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,Taman Puchong Utama 1,6.0,32.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,"Taman Puchong Utama 7,(Court 1)",13.0,41.5,1200.0,0.0,-19.733333333333327,1.680952380952381,269.08,14,2
2014,1,SELANGOR,Petaling,Taman Puchong Utama 8,8.0,51.0,903.0,0.0,52.26666666666667,1.4523809523809528,118.725,7,1
2014,1,SELANGOR,Petaling,Taman Puncak Jalil 6,21.0,37.5,2271.0,1.0,-16.166666666666654,1.6999999999999997,229.80999999999995,14,2
2014,1,SELANGOR,Petaling,Taman Serdang Jaya 2,28.0,57.5,2271.0,1.0,-16.166666666666654,1.6999999999999997,229.80999999999995,14,2
2014,1,SELANGOR,Petaling,Taman Sri Serdang 2 (18/8 - 18/28),14.0,52.5,902.0,,52.26666666666667,1.6357142857142861,269.46500000000003,14,2
2014,1,SELANGOR,Petaling,Taman Sri Serdang 3 ( 18/30 - 18/44 & 18/46),12.0,35.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,SELANGOR,Petaling,Taman Sri Serdang 3;( 18/30 - 18/44 & 18/46),15.0,42.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Taman Sungai Besi Indah 2       ( Jalan Sb 2/1 - 2/10 ),6.0,36.0,,,0.0,1.8190476190476192,150.74,7,1
2014,1,SELANGOR,Petaling,Usj 16 ( Pangsapuri Sri Tanjung ),4.0,34.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Petaling,Usj 3/3,4.0,31.0,1201.0,1.0,-19.733333333333327,1.5428571428571427,118.33999999999996,7,1
2014,1,SELANGOR,Sepang,Taman Dengkil Jaya,8.0,37.0,1070.0,0.0,3.566666666666673,1.8571428571428568,111.47,7,1
2014,1,WPKL/PUTRAJAYA,Titiwangsa,Desa View Tower,5.0,36.0,,,-24.7,1.9285714285714288,0.0,7,1
2014,1,WPKL/PUTRAJAYA,Titiwangsa,Ppr Hiliran Ampang,7.0,34.0,,,-24.7,1.9285714285714288,0.0,7,1
2014,2,SARAWAK,Sibu,"Lorong 6, Taman Rajang",19.0,37.0,33.0,0.0,1.5750000000000008,1.6224489795918369,130.51333333333335,7,1
2014,2,SELANGOR,Gombak,Apartment Desa Temenggong,4.0,31.0,1296.0,3.0,-34.39999999999999,1.7761904761904763,129.77,7,1
2014,2,SELANGOR,Gombak,Apartment Palma  Bch,20.0,41.0,4042.0,6.0,-60.099999999999994,1.9111111111111114,455.625,21,3
2014,2,SELANGOR,Gombak,Bandar Country Homes Fasa 4 Zon 4,10.0,31.0,1159.0,2.0,-10.633333333333333,1.8333333333333333,163.78499999999997,7,1
