year,month_monday,state,district,locality,total_locality_cases,outbreak_duration_days,total_state_cases,total_state_deaths,total_rainfall_mm,mean_wind_speed,total_solar_radiation_mjm2,days_in_month,weeks_in_month
2010,10,KELANTAN,Kota Bharu,Taman Uda Murni,10.0,40.0,101.0,0.0,39.65,1.2214285714285715,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Jln.Taming Sari,42.0,36.5,106.0,0.0,24.1,1.8499999999999999,0.0,14,2
2010,10,MELAKA,Melaka Tengah,Kg Lapan Tengkera,32.0,74.0,61.0,0.0,-30.7,1.6428571428571428,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Kg Limbongan,14.0,48.0,61.0,0.0,-30.7,1.6428571428571428,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Kg Limbungan,13.0,41.0,66.0,0.0,-30.5,1.7857142857142858,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Kg Morten,6.0,36.0,53.0,0.0,45.0,1.985714285714285,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Kg Pengkalan Rama Pantai,14.0,30.0,53.0,0.0,45.0,1.985714285714285,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Kg. Lapan Tengkera,63.0,74.0,119.0,0.0,-51.4,1.7500000000000002,0.0,14,2
2010,10,MELAKA,Melaka Tengah,Rumah Pangsa Pt Peringgit,24.0,32.0,53.0,0.0,45.0,1.985714285714285,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Taman Hilir Ujong Pasir,9.0,34.0,53.0,0.0,-20.9,1.7142857142857146,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Taman Kenanga Seksyen1,26.0,57.0,66.0,0.0,-30.5,1.7857142857142858,0.0,7,1
2010,10,MELAKA,Melaka Tengah,Taman Malim Jaya,66.0,37.5,106.0,0.0,24.1,1.8499999999999999,0.0,14,2
2010,10,PERLIS,Kangar,Taman Singgahsana,8.0,49.0,4.0,0.0,33.40000000000001,0.78,0.0,5,1
2010,10,PULAU PINANG,Timur Laut,"Taman Utara, Batu Uban",6.0,30.0,51.0,0.0,-19.133333333333333,2.1071428571428568,124.27,7,1
2010,10,SARAWAK,Sibu,Jln Tiong Sang,6.0,36.0,61.0,0.0,13.5875,1.5,141.21,7,1
2010,10,SELANGOR,Gombak,Kg Selayang Indah,7.0,44.0,181.0,0.0,4.366666666666665,1.414285714285714,123.645,7,1
2010,10,SELANGOR,Gombak,Selayang Baru K4,44.0,45.5,844.0,1.0,104.26666666666665,1.4535714285714283,505.07,28,4
2010,10,SELANGOR,Gombak,Taman Greenwood,29.0,42.5,844.0,1.0,104.26666666666665,1.4535714285714283,505.07,28,4
2010,10,SELANGOR,Gombak,Taman Pinggiran Bt Caves Z2,14.0,48.0,181.0,0.0,4.366666666666665,1.414285714285714,123.645,7,1
2010,10,SELANGOR,Gombak,Taman Sri Gombak Fasa 9,47.0,55.5,844.0,1.0,104.26666666666665,1.4535714285714283,505.07,28,4
2010,10,SELANGOR,Hulu Langat,Apartment Intana Ria Seksyen 7   Bandar Baru Bangi,26.0,41.5,371.0,0.0,22.566666666666663,1.3904761904761904,273.115,14,2
2010,10,SELANGOR,Hulu Langat,Apartment Sri Anggerik 7 Bandar Baru Bangi,10.0,35.0,246.0,1.0,82.13333333333333,1.6380952380952378,113.685,7,1
2010,10,SELANGOR,Hulu Langat,Apartment Taman Tenaga (3),18.0,33.5,473.0,1.0,81.69999999999999,1.5166666666666666,231.95499999999998,14,2
2010,10,SELANGOR,Hulu Langat,Jln Selamat  Kg Sg Ramal Dalam,60.0,45.5,844.0,1.0,104.26666666666665,1.4535714285714283,505.07,28,4
2010,10,SELANGOR,Hulu Langat,Taman Shah Jaya,7.0,50.0,181.0,0.0,4.366666666666665,1.414285714285714,123.645,7,1
2010,10,SELANGOR,Hulu Langat,Taman Zamrud,6.0,44.0,181.0,0.0,4.366666666666665,1.414285714285714,123.645,7,1
2010,10,SELANGOR,MPAJ (GB),Au2 Taman Keramat (Zon A),17.0,32.0,246.0,1.0,82.13333333333333,1.6380952380952378,113.685,7,1
2010,10,SELANGOR,MPS,Kg Rajah Rawang,24.0,35.5,473.0,1.0,81.69999999999999,1.5166666666666666,231.95499999999998,14,2
2010,10,TERENGGANU,K.Terengganu,Flat Polis Padang Hiliran,408.0,61.5,608.0,0.0,546.35,1.7714285714285714,0.0,56,8
2010,10,TERENGGANU,K.Terengganu,Kg Gong Pak Maseh,30.0,43.0,198.0,0.0,-0.499999999999992,1.55,0.0,14,2
2010,10,TERENGGANU,K.Terengganu,Kg Simpang 4 Chendering,86.0,63.0,198.0,0.0,-0.499999999999992,1.55,0.0,14,2
2010,10,WPKL/PUTRAJAYA,Kepong,"Kepong Baru (Jln Bangau,Jln Kelicap, Jln Helang,Jln Bungur)",5.0,44.0,52.0,0.0,79.60000000000002,2.9,0.0,7,1
2010,10,WPKL/PUTRAJAYA,Setapak,Taman Maluri (Jln Pria Pertiwi&Wirawati),4.0,32.0,74.0,0.0,123.0,1.9857142857142855,0.0,7,1
2010,10,WPKL/PUTRAJAYA,Setapak,Taman Melati (Fs Tioman 172.Fs Langkawi 1&2),19.0,35.5,146.0,0.0,95.10000000000001,1.7928571428571427,0.0,14,2
2010,10,WPKL/PUTRAJAYA,Setapak,"Taman Setapak Indah Jln 1A/6-6A/6,1B/6-7B/6, 1C/6-;7C/6,1D/6-3D/6",16.0,33.5,146.0,0.0,95.10000000000001,1.7928571428571427,0.0,14,2
2010,11,JOHOR,MBJB,Flat Stulang Laut,8.0,32.0,77.0,0.0,-11.074999999999996,1.5785714285714283,0.0,7,1
2010,11,JOHOR,MBJB,Taman Daya Jln Sagu,15.0,40.0,86.0,0.0,33.425000000000004,1.2928571428571431,0.0,7,1
2010,11,JOHOR,MBJB,"Taman Daya, Jln Sagu",14.0,33.0,77.0,0.0,-11.074999999999996,1.5785714285714283,0.0,7,1
2010,11,JOHOR,MBJB,Taman Melati,7.0,43.0,77.0,0.0,-11.074999999999996,1.5785714285714283,0.0,7,1
2010,11,JOHOR,MPJBT,"Bandar Seri Alam, Jln. Tasek",14.0,39.5,142.0,1.0,99.475,1.257142857142857,0.0,14,2
2010,11,JOHOR,MPJBT,"Taman Nusa Printis 1, Jln. Medan",20.0,37.0,70.0,1.0,44.175,1.3285714285714283,0.0,7,1
2010,11,JOHOR,MPJBT,Taman. Nusa Printis 1 Jln. Medan,40.0,37.0,128.0,0.0,122.57499999999999,1.3874999999999997,0.0,14,2
2010,11,JOHOR,MPK,Taman Kg. Majid,50.0,54.5,163.0,0.0,22.35000000000001,1.4357142857142857,0.0,14,2
2010,11,JOHOR,MPK,Taman Kluang Baru,9.0,50.0,77.0,0.0,-11.074999999999996,1.5785714285714283,0.0,7,1
2010,11,JOHOR,MPK,Taman Korakyat,12.0,33.0,86.0,0.0,33.425000000000004,1.2928571428571431,0.0,7,1
2010,11,JOHOR,MPK,Taman Matahari,8.0,48.0,77.0,0.0,-11.074999999999996,1.5785714285714283,0.0,7,1
2010,11,JOHOR,MPK,Taman Orkid,24.0,42.0,77.0,0.0,-11.074999999999996,1.5785714285714283,0.0,7,1
2010,11,JOHOR,MPPG,Flat Taman Cendana,30.0,99.0,77.0,0.0,-11.074999999999996,1.5785714285714283,0.0,7,1
2010,11,JOHOR,MPPG,"Taman Cahaya Masai,Jln Intan",19.0,37.5,163.0,0.0,22.35000000000001,1.4357142857142857,0.0,14,2
2010,11,MELAKA,Melaka Tengah,Jln.Taming Sari,48.0,50.5,81.0,0.0,102.80000000000001,2.05,0.0,14,2
2010,11,MELAKA,Melaka Tengah,Kg Pengkalan Rama Pantai,34.0,40.5,81.0,0.0,102.80000000000001,2.05,0.0,14,2
2010,11,MELAKA,Melaka Tengah,Rumah Pangsa Pt Peringgit,24.0,39.0,42.0,0.0,50.6,2.2,0.0,7,1
2010,11,MELAKA,Melaka Tengah,Taman Malim Jaya,34.0,48.0,42.0,0.0,50.6,2.2,0.0,7,1
2010,11,MELAKA,Melaka Tengah,"Taman Peruna,Sg Udang",88.0,38.5,63.0,0.0,169.0,1.7428571428571427,0.0,14,2
2010,11,PAHANG,Kuantan,Felda Bukit Goh,11.0,33.0,48.0,0.0,25.2,1.0457142857142858,50.52,7,1
2010,11,SELANGOR,Gombak,Ipd Gombak,48.0,44.5,748.0,2.0,203.60000000000002,1.2964285714285713,434.31000000000006,28,4
2010,11,SELANGOR,Gombak,Selayang Baru K4,55.0,70.0,582.0,2.0,125.83333333333336,1.4873015873015867,373.245,21,3
2010,11,SELANGOR,Gombak,Selayang Baru K5,22.0,34.5,415.0,1.0,15.733333333333334,1.6738095238095232,237.09500000000003,14,2
2010,11,SELANGOR,Gombak,Taman Desa Jaya Kepong,110.0,48.0,946.0,2.0,201.50000000000003,1.3771428571428568,554.51,35,5
2010,11,SELANGOR,Gombak,Taman Sri Ehsan,38.0,42.0,531.0,1.0,185.76666666666668,1.1793650793650794,317.415,21,3
2010,11,SELANGOR,Gombak,Taman Sri Gombak Fasa 9,13.0,73.0,198.0,0.0,-2.099999999999998,1.6999999999999995,120.2,7,1
2010,11,SELANGOR,Hulu Langat,Apartment Sri Anggerik 7 Bandar Baru Bangi,10.0,42.0,198.0,0.0,-2.099999999999998,1.6999999999999995,120.2,7,1
2010,11,SELANGOR,Hulu Langat,Fasa 3 Seksyen 4 Bandar Baru Bangi,22.0,42.0,531.0,1.0,185.76666666666668,1.1793650793650794,317.415,21,3
2010,11,SELANGOR,Hulu Langat,Fasa 6 Seksyen 4 Bandar Baru Bangi,63.0,41.5,748.0,2.0,203.60000000000002,1.2964285714285713,434.31000000000006,28,4
2010,11,SELANGOR,Hulu Langat,Flat Sri Kenari Kg Sg Ramal Luar,8.0,32.0,198.0,0.0,-2.099999999999998,1.6999999999999995,120.2,7,1
2010,11,SELANGOR,Hulu Langat,Hentian Kajang,65.0,45.5,760.0,2.0,174.10000000000002,1.384523809523809,453.72,28,4
2010,11,SELANGOR,Hulu Langat,Jln Selamat  Kg Sg Ramal Dalam,18.0,63.0,198.0,0.0,-2.099999999999998,1.6999999999999995,120.2,7,1
2010,11,SELANGOR,Hulu Langat,Seksyen 2 Bandar Baru Bangi,12.0,33.5,345.0,1.0,158.36666666666667,1.0952380952380951,216.625,14,2
2010,11,SELANGOR,Hulu Langat,Taman Tenaga,22.0,34.5,345.0,1.0,158.36666666666667,1.0952380952380951,216.625,14,2
2010,11,SELANGOR,MPAJ (GB),Au2 Taman Keramat (Zon A),129.0,53.0,946.0,2.0,201.50000000000003,1.3771428571428568,554.51,35,5
2010,11,SELANGOR,MPAJ (GB),Taman Rawang Perdana Fasa 5 Flat,16.0,34.5,364.0,0.0,75.66666666666666,1.2119047619047616,181.26500000000004,14,2
2010,11,SELANGOR,MPAJ (GB),Taman Ukay Perdana (Zon 2),7.0,36.0,217.0,1.0,17.833333333333332,1.647619047619047,116.89500000000002,7,1
2010,11,SELANGOR,MPAJ (HL),Bandar Baru Ampang (Zon D),4.0,36.0,217.0,1.0,17.833333333333332,1.647619047619047,116.89500000000002,7,1
2010,11,SELANGOR,MPAJ (HL),Pandan Perdana (Zon B),4.0,31.0,217.0,1.0,17.833333333333332,1.647619047619047,116.89500000000002,7,1
2010,11,SELANGOR,MPK (KG),Jln Pelangi Kondominium Menara Regency,40.0,39.5,384.0,2.0,127.93333333333335,1.3809523809523807,253.04500000000002,14,2
2010,11,SELANGOR,MPKj (HL),Pandan Indah (Zon C),6.0,36.0,186.0,0.0,27.4,1.3476190476190475,100.79,7,1
2010,11,SELANGOR,MPKj (HL),Taman Putra,14.0,33.5,364.0,0.0,75.66666666666666,1.2119047619047616,181.26500000000004,14,2
2010,11,SELANGOR,MPS,Kg Rajah Rawang,15.0,46.0,198.0,0.0,-2.099999999999998,1.6999999999999995,120.2,7,1
2010,11,SELANGOR,MPS (GB),Batu 8 Gombak,13.0,34.0,217.0,1.0,17.833333333333332,1.647619047619047,116.89500000000002,7,1
2010,11,SELANGOR,MPS (GB),Kg Rajah Rawang,49.0,60.0,562.0,2.0,176.20000000000002,1.279365079365079,333.52000000000004,21,3
2010,11,SELANGOR,MPS (GB),Rawang Perdana Fasa 4,52.0,38.0,562.0,2.0,176.20000000000002,1.279365079365079,333.52000000000004,21,3
2010,11,WPKL/PUTRAJAYA,Kepong,Ppr Pekan Batu,25.0,38.5,104.0,0.0,200.79999999999998,1.6142857142857143,0.0,14,2
2010,11,WPKL/PUTRAJAYA,Kepong,"Taman Bkt Maluri (Jln Brg Balam,Merbuk,Terkukur& Jln 5/37A)",23.0,39.5,106.0,0.0,234.29999999999995,1.5428571428571427,0.0,14,2
2010,11,WPKL/PUTRAJAYA,Klang Lama,Taman Salak Selatan ( Jln Gempita 3 - 7 ),8.0,31.0,43.0,0.0,20.2,1.5142857142857145,0.0,7,1
2010,11,WPKL/PUTRAJAYA,Klang Lama,Vista Angkasa,17.0,36.5,104.0,0.0,200.79999999999998,1.6142857142857143,0.0,14,2
2010,11,WPKL/PUTRAJAYA,Pusat Bandar,Flat Sri Selangor,31.0,42.0,149.0,0.0,368.19999999999993,1.5809523809523809,0.0,21,3
2010,11,WPKL/PUTRAJAYA,Pusat Bandar,Kg Baru Kaw A (Jln Raja Alang/Jln Abd Rahman Idris),7.0,30.0,43.0,0.0,20.2,1.5142857142857145,0.0,7,1
2010,11,WPKL/PUTRAJAYA,Setapak,Seksyen 2 Wangsa Maju (A1-A19),7.0,31.0,71.0,0.0,198.0,1.5428571428571427,0.0,7,1
2010,11,WPKL/PUTRAJAYA,Setapak,"Setapak Jaya (Asrama Sizwazah Utm,;Jln Rejang 1-14)",67.0,44.0,281.0,0.0,633.1,1.5714285714285714,0.0,35,5
2010,11,WPKL/PUTRAJAYA,Setapak,Taman Melati (Fs Tioman 172 Fs Langkawi 1&2),10.0,46.0,71.0,0.0,198.0,1.5428571428571427,0.0,7,1
2010,12,JOHOR,MPJBT,Bandar Sri Alam Jln Tasek 64,5.0,32.0,58.0,1.0,48.0,1.3928571428571428,0.0,7,1
2010,12,JOHOR,MPJBT,Taman Perling Jln Pekaka,4.0,31.0,65.0,0.0,11.025000000000004,1.4464285714285714,0.0,7,1
2010,12,PAHANG,Kuantan,Taman Tas Selatan,11.0,33.0,27.0,0.0,87.50000000000001,1.3342857142857143,64.94500000000001,7,1
2010,12,SELANGOR,Gombak,Bandar Baru Selayang Fasa 2B,4.0,35.0,139.0,0.0,-12.966666666666665,1.5714285714285714,91.84,7,1
2010,12,SELANGOR,Gombak,Ipd Gombak,17.0,62.0,132.0,1.0,-0.9333333333333336,1.5809523809523809,112.54500000000002,7,1
2010,12,SELANGOR,Gombak,Taman Desa Jaya Kepong,25.0,69.0,132.0,1.0,-0.9333333333333336,1.5809523809523809,112.54500000000002,7,1
2010,12,SELANGOR,Gombak,Taman Pinggiran Bt Caves Z2,10.0,38.5,317.0,0.0,99.26666666666665,1.4119047619047618,195.03,14,2
2010,12,SELANGOR,Hulu Langat,Fasa 3 Seksyen 4 Bandar Baru Bangi,9.0,56.0,132.0,1.0,-0.9333333333333336,1.5809523809523809,112.54500000000002,7,1
2010,12,SELANGOR,Hulu Langat,Fasa 6 Seksyen 4 Bandar Baru Bangi,69.0,66.0,449.0,1.0,98.33333333333331,1.4682539682539681,307.57500000000005,21,3
2010,12,SELANGOR,Hulu Langat,Kg Baru Bt 11 Cheras,4.0,32.0,139.0,0.0,-12.966666666666665,1.5714285714285714,91.84,7,1
2010,12,SELANGOR,MBSA (PT),Seksyen 13 (Apartment Perdana),7.0,31.0,132.0,1.0,-0.9333333333333336,1.5809523809523809,112.54500000000002,7,1
2010,12,SELANGOR,MPAJ (GB),Taman Ukay Perdana (Zon 1),50.0,43.0,505.0,1.0,141.26666666666665,1.3793650793650791,290.175,21,3
2010,12,SELANGOR,MPS (GB),"Kg. Baru, Sg Terentang",13.0,31.0,188.0,1.0,42.0,1.3142857142857145,95.145,7,1
2010,12,SELANGOR,MPS (GB),Kg. Melayu Bt 16 Rawang,6.0,36.0,188.0,1.0,42.0,1.3142857142857145,95.145,7,1
2010,12,WPKL/PUTRAJAYA,Kepong,Ppr Pekan Batu,28.0,52.5,75.0,0.0,231.0,1.942857142857143,0.0,14,2
2010,12,WPKL/PUTRAJAYA,Klang Lama,Vista Angkasa,29.0,54.0,114.0,0.0,358.6,1.8523809523809522,0.0,21,3
2010,12,WPKL/PUTRAJAYA,Pusat Bandar,Flat Sri Selangor,11.0,56.0,28.0,0.0,142.4,2.185714285714286,0.0,7,1
2010,12,WPKL/PUTRAJAYA,Pusat Bandar,Kg Baru Kawasan A (Jln Raja Alang/Jln Abd Rahman Idris),7.0,37.0,28.0,0.0,142.4,2.185714285714286,0.0,7,1
2010,12,WPKL/PUTRAJAYA,Setapak,"Setapak Jaya (Asrama Sizwazah Utm,;Jln Rejang 1-14)",15.0,65.0,28.0,0.0,142.4,2.185714285714286,0.0,7,1
2011,1,JOHOR,MBJB,Taman Molek Jln Molek 3,38.0,39.5,110.0,0.0,11.199999999999998,2.0732142857142857,0.0,14,2
2011,1,JOHOR,MPJBT,Kg Baru Gelang Patah,8.0,35.0,49.0,0.0,3.65,2.3035714285714284,0.0,7,1
2011,1,JOHOR,MPPG,Flat Taman Cendana,7.0,30.0,44.0,1.0,272.775,2.55,0.0,7,1
2011,1,PAHANG,Kuantan,Taman Tas Selatan,28.0,43.0,68.0,0.0,68.20000000000002,1.2571428571428571,147.57,14,2
2011,1,PULAU PINANG,Barat Daya,"Pintasan Bahagia, Bagan Lepas",6.0,30.0,40.0,0.0,3.533333333333333,2.2142857142857135,-7.770000000000001,7,1
2011,1,SELANGOR,K.Selangor,Teratai Bandar Baru Kuala Selangor,6.0,36.0,213.0,0.0,12.033333333333335,1.3761904761904762,99.375,7,1
2011,1,SELANGOR,MPAJ (GB),Taman Al-Ridzuan (Zon A),7.0,32.0,144.0,0.0,43.93333333333334,1.319047619047619,127.85,7,1
2011,1,SELANGOR,MPAJ (GB),Taman Ukay Perdana (Zon 1),38.0,60.5,383.0,0.0,81.23333333333333,1.3,181.255,14,2
2011,1,SELANGOR,MPS (GB),Kg Baru Sg Terentang,103.0,52.0,867.0,1.0,211.96666666666667,1.321904761904762,507.21000000000004,35,5
2011,1,SELANGOR,MPS (GB),Kg Melayu Bt 16 Rawang,6.0,43.0,170.0,0.0,69.2,1.223809523809524,81.88,7,1
2011,1,SELANGOR,MPS (GB),Las Palmas Apartment Bandar Country Homes,4.0,33.0,144.0,0.0,43.93333333333334,1.319047619047619,127.85,7,1
2011,1,SELANGOR,MPS (GB),Taman Belmas Johan,7.0,34.0,213.0,0.0,12.033333333333335,1.3761904761904762,99.375,7,1
2011,1,SELANGOR,MPS (GB),Taman Muhibbah Rawang,6.0,30.0,144.0,0.0,43.93333333333334,1.319047619047619,127.85,7,1
2011,1,SELANGOR,MPS (GB),Taman Tun Teja Apartment Rawang,58.0,43.5,697.0,1.0,142.76666666666665,1.3464285714285713,425.33000000000004,28,4
2011,1,SELANGOR,MPSJ (PT),Serdang Raya (Sr 5 & Sr 6 ),10.0,36.0,213.0,0.0,12.033333333333335,1.3761904761904762,99.375,7,1
2011,1,TERENGGANU,K.Terengganu,Kg Duyung Besar,68.0,39.5,72.0,0.0,56.50000000000001,3.3249999999999993,0.0,28,4
2011,1,WPKL/PUTRAJAYA,Cheras,Miharja Kondominium Fasa 3A,24.0,38.0,96.0,0.0,225.7,2.228571428571429,0.0,21,3
2011,1,WPKL/PUTRAJAYA,Cheras,Taman Miharja ( Fasa 1),63.0,46.0,154.0,0.0,470.7,2.3,0.0,35,5
2011,2,JOHOR,MBJB,Kg Pasir,26.0,38.5,87.0,1.0,-1.1499999999999955,2.0750000000000006,0.0,14,2
2011,2,JOHOR,MBJB,Taman Gembira,4.0,31.0,62.0,0.0,-35.97499999999999,2.153571428571429,0.0,7,1
2011,2,PAHANG,Maran,Rantau Perintis,14.0,34.0,25.0,0.0,10.56,1.1314285714285717,116.84,7,1
2011,2,PERAK,Perak Tengah,Taman Maju,7.0,31.0,17.0,0.0,2.8666666666666707,1.4761904761904758,139.56,7,1
2011,2,SELANGOR,Gombak,Selayang Baru K4,80.0,40.5,572.0,0.0,104.56666666666669,1.198809523809524,525.775,28,4
2011,2,SELANGOR,MPAJ (GB),Taman Al-Ridzuan (Zon A),7.0,39.0,137.0,0.0,23.4,1.1619047619047618,131.285,7,1
2011,2,SELANGOR,MPAJ (GB),Taman Ukay Perdana (Zon 2),32.0,38.5,298.0,0.0,62.96666666666667,1.2547619047619047,265.89,14,2
2011,2,SELANGOR,MPS (GB),Apartment Dahlia Bandar Country Homes,5.0,31.0,162.0,0.0,56.86666666666667,1.2904761904761906,138.85,7,1
2011,2,SELANGOR,MPS (GB),Apartment Dahlia Bandar Country Homes Rawang,5.0,38.0,137.0,0.0,18.200000000000014,1.1238095238095238,128.6,7,1
2011,2,SELANGOR,MPS (GB),Apartment Palma Bandar Country Homes Rawang,9.0,33.0,137.0,0.0,18.200000000000014,1.1238095238095238,128.6,7,1
2011,2,SELANGOR,MPS (GB),Kg Baru Sg Terentang,125.0,83.5,572.0,0.0,104.56666666666669,1.198809523809524,525.775,28,4
2011,2,SELANGOR,MPS (GB),Taman Muhibbah Rawang,31.0,47.5,572.0,0.0,104.56666666666669,1.198809523809524,525.775,28,4
2011,2,SELANGOR,MPS (GB),Taman Tun Teja Apartment Rawang,59.0,68.0,435.0,0.0,86.36666666666667,1.223809523809524,397.17499999999995,21,3
2011,2,SELANGOR,MPSJ (PT),Taman Puchong Perdana (Jln Perdana 4),4.0,30.0,137.0,0.0,23.4,1.1619047619047618,131.285,7,1
2011,2,WPKL/PUTRAJAYA,Cheras,Taman Miharja ( Fasa 1),51.0,74.0,104.0,0.0,46.00000000000001,2.261904761904762,0.0,21,3
2011,2,WPKL/PUTRAJAYA,Kepong,Rkat Ampat Tin,23.0,34.5,70.0,0.0,-47.599999999999994,2.2214285714285715,0.0,14,2
2011,3,SELANGOR,Hulu Langat,Seksyen 4 Bandar Rinching,11.0,30.0,103.0,0.0,61.46666666666667,1.7809523809523806,145.375,7,1
2011,3,SELANGOR,Hulu Langat,Seksyen 4 Bdr Rinching,11.0,37.0,112.0,1.0,1.7333333333333374,1.8000000000000005,145.41500000000005,7,1
2011,3,SELANGOR,MBSA (PT),Seksyen 18 (Teres A 18/16B),10.0,31.0,103.0,0.0,61.46666666666667,1.7809523809523806,145.375,7,1
2011,3,SELANGOR,MBSA (PT),Seksyen 27;(Flat B: Blok 35 & 36),18.0,35.5,230.0,0.0,138.06666666666666,1.4380952380952379,246.45499999999998,14,2
2011,3,SELANGOR,MPAJ (HL),Pandan Mewah  (Zon B),18.0,33.5,230.0,0.0,138.06666666666666,1.4380952380952379,246.45499999999998,14,2
2011,3,SELANGOR,MPAJ (HL),Taman Nirwana (Zon B),6.0,31.0,112.0,1.0,1.7333333333333374,1.8000000000000005,145.41500000000005,7,1
2011,3,SELANGOR,MPS (GB),Apartment Palma Bandar Country Homes Rawang,9.0,40.0,116.0,0.0,2.933333333333344,1.1,92.79,7,1
2011,3,SELANGOR,MPS (GB),Bandar Country Homes Fasa 13,10.0,30.0,103.0,0.0,61.46666666666667,1.7809523809523806,145.375,7,1
2011,3,SELANGOR,MPS (GB),Taman Hijau Rawang,5.0,30.0,103.0,0.0,61.46666666666667,1.7809523809523806,145.375,7,1
2011,3,WPKL/PUTRAJAYA,Kepong,Rkat Ampat Tin,67.0,53.75,106.0,0.0,312.0,2.05,0.0,28,4
2011,3,WPKL/PUTRAJAYA,Pusat Bandar,Ppr Laksamana (Jln Peel),16.0,35.5,62.0,0.0,240.2,1.9285714285714288,0.0,14,2
2011,4,SELANGOR,Hulu Langat,Apartment Sri Cempaka Seksyen 16 Bandar Bangi,6.0,35.0,126.0,1.0,60.49999999999999,1.3619047619047622,87.36000000000001,7,1
2011,4,SELANGOR,MPS (GB),Las Palmas Apartment Bandar Country Homes,9.0,34.0,126.0,1.0,60.49999999999999,1.3619047619047622,87.36000000000001,7,1
2011,5,SELANGOR,Gombak,Selayang Baru K5,5.0,32.0,120.0,0.0,-9.966666666666667,1.1333333333333333,114.755,7,1
2011,5,SELANGOR,Hulu Langat,Pangsapuri Sri Mawar Bandar Sri Putra,12.0,34.5,273.0,0.0,28.86666666666666,1.2285714285714286,240.52999999999997,14,2
2011,5,SELANGOR,Hulu Langat,Taman Paling Jaya Semenyih,14.0,37.0,510.0,0.0,82.1,1.4000000000000004,384.71,21,3
2011,5,SELANGOR,MBSA (PT),Seksyen U2;(Blok 24&26 Apartment Ilham),10.0,32.0,178.0,0.0,-11.266666666666666,1.3142857142857145,123.43500000000002,7,1
2011,5,SELANGOR,MPS (GB),Kg Kerdas 3 Gombak,38.0,39.0,510.0,0.0,82.1,1.4000000000000004,384.71,21,3
2011,5,WPKL/PUTRAJAYA,Cheras,Bukit Jalil (Apartment Sri Rakyat),79.0,42.5,183.0,1.0,212.29999999999998,1.5071428571428571,0.0,28,4
2011,5,WPKL/PUTRAJAYA,Kepong,Flat Sri Perak,79.0,40.0,117.0,0.0,142.7,1.5904761904761904,0.0,21,3
2011,5,WPKL/PUTRAJAYA,Kepong,Menara Orkid,57.0,40.5,183.0,1.0,212.29999999999998,1.5071428571428571,0.0,28,4
2011,5,WPKL/PUTRAJAYA,Pusat Bandar,Ppr Cochrane Perkasa (Jln Nakhoda Yusoff),4.0,30.0,50.0,0.0,5.100000000000001,1.5,0.0,7,1
2011,5,WPKL/PUTRAJAYA,Setapak,Seksyen 10 Wangsa Maju (Blok B),5.0,34.0,52.0,1.0,70.19999999999999,1.5857142857142856,0.0,7,1
2011,6,SELANGOR,Gombak,Apartment Casmaria,23.0,49.5,333.0,0.0,22.900000000000006,1.85,254.70499999999998,14,2
2011,6,SELANGOR,Gombak,Apartment Enggang,34.0,41.5,333.0,0.0,22.900000000000006,1.85,254.70499999999998,14,2
2011,6,SELANGOR,Gombak,Taman Samudera Timur (Flat),10.0,33.0,151.0,0.0,-8.1,1.7714285714285716,123.39,7,1
2011,6,SELANGOR,Gombak,Taman Samudera Timur (Teres),28.0,45.5,333.0,0.0,22.900000000000006,1.85,254.70499999999998,14,2
2011,6,SELANGOR,Hulu Langat,Apartment Taman Kajang Utama,30.0,35.5,333.0,0.0,22.900000000000006,1.85,254.70499999999998,14,2
2011,6,SELANGOR,Hulu Langat,Casa Villa Condo Sungai Chua,6.0,33.0,151.0,0.0,-8.1,1.7714285714285716,123.39,7,1
2011,6,SELANGOR,Hulu Langat,Seksyen 2 Bandar Rincing,5.0,32.0,151.0,0.0,-8.1,1.7714285714285716,123.39,7,1
2011,6,SELANGOR,MPAJ (GB),Ukay Perdana ( Sri Wira Apartment),20.0,37.5,333.0,0.0,22.900000000000006,1.85,254.70499999999998,14,2
2011,6,WPKL/PUTRAJAYA,Cheras,Bukit Jalil (Apartment Sri Rakyat),52.0,71.5,81.0,0.0,4.000000000000011,1.7571428571428571,0.0,14,2
2011,6,WPKL/PUTRAJAYA,Cheras,Kem Sg Besi,35.0,34.5,81.0,0.0,4.000000000000011,1.7571428571428571,0.0,14,2
2011,6,WPKL/PUTRAJAYA,Kepong,Menara Orkid,38.0,71.5,81.0,0.0,4.000000000000011,1.7571428571428571,0.0,14,2
2011,6,WPKL/PUTRAJAYA,Pusat Bandar,Kg Baru D;(Jln Dato Abdullah Yassin),6.0,36.0,47.0,0.0,-27.9,1.8714285714285717,0.0,7,1
2011,7,JOHOR,Johor Bharu,Taman Air Batu,19.0,33.0,27.0,0.0,3.450000000000003,1.6464285714285711,0.0,7,1
2011,7,SELANGOR,Gombak,Apartment Bangau,11.0,37.0,139.0,0.0,-21.2,2.066666666666667,139.285,7,1
