state,iso_year,week,year,total_rainfall_mm,mean_wind_speed,total_solar_radiation_mjm2,days_in_week
Kedah,2011,23,2011,-62.5,1.4642857142857142,105.05000000000001,7
Kedah,2011,24,2011,-0.29999999999999893,1.4000000000000001,110.06,7
Kedah,2011,25,2011,28.200000000000003,1.5785714285714287,127.11000000000001,7
Kedah,2011,26,2011,123.79999999999998,1.5214285714285718,90.74,7
Kedah,2011,27,2011,2.3,1.4785714285714284,147.17000000000002,7
Kedah,2011,28,2011,6.300000000000004,1.6142857142857143,130.98,7
Kedah,2011,29,2011,21.2,1.592857142857143,123.46,7
Kedah,2011,30,2011,-48.39999999999999,1.457142857142857,97.11,7
Kedah,2011,31,2011,5.2500000000000036,1.7142857142857142,146.75,7
Kedah,2011,32,2011,49.7,1.55,119.66,7
Kedah,2011,33,2011,-4.099999999999998,1.6071428571428572,118.39,7
Kedah,2011,34,2011,389.90000000000003,1.8142857142857147,66.33,7
Kedah,2011,35,2011,1.850000000000001,1.635714285714286,121.65,7
Kedah,2011,36,2011,130.6,1.8928571428571428,102.11,7
Kedah,2011,37,2011,36.25,1.6428571428571428,120.64999999999999,7
Kedah,2011,38,2011,-9.799999999999997,1.4642857142857142,93.03,7
Kedah,2011,39,2011,58.949999999999996,1.7714285714285711,107.41,7
Kedah,2011,40,2011,66.44999999999999,1.7285714285714289,116.92999999999999,7
Kedah,2011,41,2011,5.250000000000002,1.6,82.57000000000001,7
Kedah,2011,42,2011,96.5,1.5285714285714287,119.50000000000001,7
Kedah,2011,43,2011,-4.149999999999998,2.0214285714285714,101.24999999999999,7
Kedah,2011,44,2011,41.39999999999999,1.8714285714285714,101.66,7
Kedah,2011,45,2011,7.750000000000002,1.6428571428571428,124.84,7
Kedah,2011,46,2011,1.1000000000000028,1.7571428571428573,126.49000000000001,7
Kedah,2011,47,2011,3.8000000000000007,2.9,100.23,7
Kedah,2011,48,2011,25.6,1.9785714285714284,127.88,7
Kedah,2011,49,2011,10.65,1.9714285714285715,124.36,7
Kedah,2011,50,2011,-4.35,2.75,125.21,7
Kedah,2011,51,2011,-16.349999999999998,2.542857142857143,110.00999999999999,7
Kedah,2011,52,2011,44.1,2.6357142857142857,116.335,7
Kedah,2012,1,2012,3.9,2.3642857142857143,146.66,7
Kedah,2012,2,2012,13.499999999999998,2.2714285714285714,99.435,7
Kedah,2012,3,2012,18.799999999999997,1.4857142857142855,131.225,7
Kedah,2012,4,2012,0.0,2.2785714285714285,150.615,7
Kedah,2012,5,2012,15.299999999999999,2.3071428571428574,119.285,7
Kedah,2012,6,2012,0.1,2.5857142857142854,154.15,7
Kedah,2012,7,2012,86.80000000000001,1.9214285714285713,151.86499999999995,7
Kedah,2012,8,2012,-15.699999999999996,1.6500000000000001,146.525,7
Kedah,2012,9,2012,67.4,1.5642857142857145,124.85000000000002,7
Kedah,2012,10,2012,76.29999999999998,1.828571428571428,142.075,7
Kedah,2012,11,2012,38.699999999999996,1.7285714285714284,153.52499999999998,7
Kedah,2012,12,2012,25.799999999999997,1.6571428571428568,159.67000000000002,7
Kedah,2012,13,2012,21.15,1.6071428571428572,132.575,7
Kedah,2012,14,2012,111.9,1.6571428571428573,117.81,7
Kedah,2012,15,2012,83.75,1.6642857142857144,137.68,7
Kedah,2012,16,2012,40.449999999999996,1.828571428571429,149.895,7
Kedah,2012,17,2012,38.699999999999996,1.7357142857142855,114.13,7
Kedah,2012,18,2012,45.7,1.8428571428571427,125.32,7
Kedah,2012,19,2012,4.300000000000004,1.7142857142857142,139.95999999999998,7
Kedah,2012,20,2012,5.549999999999999,1.9571428571428573,131.59500000000003,7
Kedah,2012,21,2012,64.45,1.9785714285714282,134.2,7
Kedah,2012,22,2012,21.4,1.7785714285714285,138.815,7
Kedah,2012,23,2012,29.55,2.614285714285714,130.225,7
Kedah,2012,24,2012,3.7,1.5857142857142859,156.35000000000002,7
Kedah,2012,25,2012,-10.049999999999997,1.6214285714285714,143.29000000000002,7
Kedah,2012,26,2012,-13.649999999999999,1.5928571428571427,147.93,7
Kedah,2012,27,2012,128.64999999999998,1.7714285714285716,98.845,7
Kedah,2012,28,2012,70.9,1.7857142857142858,114.995,7
Kedah,2012,29,2012,26.05,1.5714285714285714,133.625,7
Kedah,2012,30,2012,21.900000000000002,1.5928571428571427,127.215,7
Kedah,2012,31,2012,8.0,1.5357142857142858,141.46,7
Kedah,2012,32,2012,-12.899999999999995,1.6142857142857143,143.63500000000002,7
Kedah,2012,33,2012,-2.700000000000001,1.6357142857142857,149.785,7
Kedah,2012,34,2012,74.55000000000001,1.7928571428571431,120.59,7
Kedah,2012,35,2012,60.3,1.65,68.3,7
Kedah,2012,36,2012,146.2,1.6071428571428572,116.92500000000001,7
Kedah,2012,37,2012,133.35,1.7285714285714284,93.81,7
Kedah,2012,38,2012,24.3,1.7214285714285715,143.54,7
Kedah,2012,39,2012,78.19999999999999,1.8000000000000003,111.05499999999999,7
Kedah,2012,40,2012,83.0,1.5357142857142858,112.56,7
Kedah,2012,41,2012,88.40000000000002,1.4928571428571427,131.52,7
Kedah,2012,42,2012,42.199999999999996,1.6357142857142857,120.35000000000001,7
Kedah,2012,43,2012,-1.4499999999999975,1.6785714285714286,125.88000000000002,7
Kedah,2012,44,2012,111.15,1.492857142857143,128.34499999999997,7
Kedah,2012,45,2012,40.15,1.4428571428571428,128.19,7
Kedah,2012,46,2012,12.700000000000001,1.5071428571428573,142.405,7
Kedah,2012,47,2012,93.39999999999999,1.407142857142857,112.195,7
Kedah,2012,48,2012,57.15,1.4142857142857144,118.16000000000001,7
Kedah,2012,49,2012,11.5,1.742857142857143,141.74,7
Kedah,2012,50,2012,13.150000000000004,1.6214285714285714,107.42999999999999,7
Kedah,2012,51,2012,-42.150000000000006,2.5142857142857147,103.07000000000001,7
Kedah,2012,52,2012,-0.4499999999999975,2.5214285714285714,118.35,7
Kedah,2013,1,2013,5.650000000000001,2.064285714285714,96.83,7
Kedah,2013,2,2013,-16.049999999999997,1.4428571428571428,122.85000000000002,7
Kedah,2013,3,2013,0.0,2.614285714285714,152.64499999999998,7
Kedah,2013,4,2013,-33.3,2.085714285714286,142.92499999999998,7
Kedah,2013,5,2013,-13.25,2.9714285714285715,151.895,7
Kedah,2013,6,2013,6.6,2.3428571428571425,137.745,7
Kedah,2013,7,2013,2.8500000000000014,2.5142857142857147,129.83,7
Kedah,2013,8,2013,21.6,2.0357142857142856,132.42499999999998,7
Kedah,2013,9,2013,39.2,1.8142857142857143,54.14000000000001,7
Kedah,2013,10,2013,0.0,2.4785714285714286,139.51,7
Kedah,2013,11,2013,45.1,1.8285714285714287,167.28500000000003,7
Kedah,2013,12,2013,15.7,1.6928571428571428,171.47,7
Kedah,2013,13,2013,-13.849999999999998,1.7357142857142858,162.51999999999998,7
Kedah,2013,14,2013,27.15,1.9499999999999997,115.41999999999999,7
Kedah,2013,15,2013,57.00000000000001,1.635714285714286,119.485,7
Kedah,2013,16,2013,81.85000000000002,1.6642857142857141,150.83499999999998,7
Kedah,2013,17,2013,21.10000000000001,1.5714285714285714,147.49,7
Kedah,2013,18,2013,16.75,1.65,135.045,7
Kedah,2013,19,2013,44.25,1.5571428571428572,143.31,7
Kedah,2013,20,2013,-2.4499999999999975,1.614285714285714,140.35500000000002,7
Kedah,2013,21,2013,24.0,1.714285714285714,138.05,7
Kedah,2013,22,2013,20.9,1.5714285714285714,132.095,7
Kedah,2013,23,2013,84.2,1.6428571428571428,133.195,7
Kedah,2013,24,2013,138.75,2.1142857142857143,64.37499999999999,7
Kedah,2013,25,2013,43.3,1.592857142857143,64.29,7
Kedah,2013,26,2013,-22.799999999999997,1.592857142857143,70.065,7
Kedah,2013,27,2013,135.05000000000004,1.6642857142857144,104.53999999999999,7
Kedah,2013,28,2013,4.000000000000007,1.5071428571428573,117.84,7
Kedah,2013,29,2013,-23.4,1.25,102.965,7
Kedah,2013,30,2013,-16.549999999999997,1.3214285714285714,146.335,7
Kedah,2013,31,2013,67.2,1.6142857142857143,120.44,7
Kedah,2013,32,2013,-15.649999999999995,1.6357142857142857,120.54499999999999,7
Kedah,2013,33,2013,35.650000000000006,1.3857142857142857,129.55,7
Kedah,2013,34,2013,13.2,1.492857142857143,150.535,7
Kedah,2013,35,2013,82.30000000000001,1.4285714285714286,129.47500000000002,7
Kedah,2013,36,2013,87.1,1.6857142857142862,134.63,7
Kedah,2013,37,2013,161.6,1.7285714285714284,94.105,7
Kedah,2013,38,2013,0.8,1.4999999999999998,154.02,7
Kedah,2013,39,2013,6.55,1.7214285714285715,122.17999999999999,7
Kedah,2013,40,2013,89.2,1.8714285714285714,105.37500000000001,7
Kedah,2013,41,2013,64.75,1.6214285714285717,137.755,7
Kedah,2013,42,2013,134.15,1.4785714285714289,113.33,7
Kedah,2013,43,2013,32.300000000000004,1.364285714285714,98.55,7
Kedah,2013,44,2013,2.300000000000001,1.5857142857142856,143.46,7
Kedah,2013,45,2013,42.4,1.5285714285714287,127.385,7
Kedah,2013,46,2013,31.650000000000006,1.3642857142857143,118.725,7
Kedah,2013,47,2013,0.45000000000000995,1.9428571428571428,94.755,7
Kedah,2013,48,2013,26.9,2.15,119.44000000000001,7
Kedah,2013,49,2013,1.0500000000000005,2.0571428571428574,93.57,7
Kedah,2013,50,2013,14.650000000000004,1.7285714285714289,129.015,7
Kedah,2013,51,2013,-8.75,2.25,135.95999999999998,7
Kedah,2013,52,2013,1.1,2.6785714285714284,123.69,7
Kedah,2014,1,2014,-11.149999999999999,2.4,126.90000000000002,7
Kedah,2014,2,2014,-26.399999999999995,2.4642857142857144,117.045,7
Kedah,2014,3,2014,0.0,2.992857142857143,155.005,7
Kedah,2014,4,2014,0.0,2.7142857142857144,152.75999999999996,7
Kedah,2014,5,2014,0.0,2.764285714285714,166.435,7
Kedah,2014,6,2014,0.0,1.692857142857143,161.12,7
Kedah,2014,7,2014,0.0,2.064285714285714,168.4,7
Kedah,2014,8,2014,0.0,2.392857142857143,158.88000000000002,7
Kedah,2014,9,2014,0.0,2.6285714285714286,178.335,7
Kedah,2014,10,2014,0.0,2.4642857142857144,178.71,7
Kedah,2014,11,2014,9.700000000000001,2.8928571428571432,157.185,7
Kedah,2014,12,2014,-15.149999999999999,2.2142857142857144,166.34500000000003,7
Kedah,2014,13,2014,18.7,2.271428571428572,171.77,7
Kedah,2014,14,2014,-1.3999999999999968,1.4499999999999997,100.38499999999999,7
Kedah,2014,15,2014,6.250000000000001,1.4642857142857142,137.09,7
Kedah,2014,16,2014,3.45,1.614285714285714,155.325,7
Kedah,2014,17,2014,31.65,1.6571428571428573,147.475,7
Kedah,2014,18,2014,-13.299999999999994,1.642857142857143,147.775,7
Kedah,2014,19,2014,55.2,1.5714285714285714,134.035,7
Kedah,2014,20,2014,59.1,1.7,127.72999999999998,7
Kedah,2014,21,2014,36.4,1.5285714285714285,144.055,7
Kedah,2014,22,2014,23.049999999999997,1.614285714285714,125.00000000000001,7
Kedah,2014,23,2014,46.599999999999994,1.6785714285714286,128.8,7
Kedah,2014,24,2014,44.3,1.4142857142857141,118.29499999999999,7
Kedah,2014,25,2014,-16.049999999999997,1.3214285714285714,129.68,7
Kedah,2014,26,2014,16.8,1.5857142857142859,124.145,7
Kedah,2014,27,2014,22.45,1.4428571428571428,133.05,7
Kedah,2014,28,2014,12.950000000000006,1.8928571428571428,135.67000000000002,7
Kedah,2014,29,2014,-31.499999999999996,1.4428571428571428,139.07999999999998,7
Kedah,2014,30,2014,13.05,1.4357142857142857,129.345,7
Kedah,2014,31,2014,-18.399999999999995,1.4785714285714289,136.645,7
Kedah,2014,32,2014,35.8,1.5142857142857142,128.5,7
Kedah,2014,33,2014,23.450000000000003,1.6785714285714286,142.28,7
Kedah,2014,34,2014,85.75000000000001,1.457142857142857,124.92500000000001,7
Kedah,2014,35,2014,60.150000000000006,1.5583333333333333,89.77,6
Kelantan,2008,1,2008,49.3,1.4083333333333332,57.120000000000005,6
Kelantan,2008,2,2008,-5.049999999999998,1.3714285714285714,126.425,7
Kelantan,2008,3,2008,13.049999999999999,1.942857142857143,116.295,7
Kelantan,2008,4,2008,7.800000000000001,1.9714285714285713,111.11999999999998,7
Kelantan,2008,5,2008,2.8,2.207142857142857,118.08500000000001,7
Kelantan,2008,6,2008,3.6,2.1714285714285717,129.32,7
Kelantan,2008,7,2008,-16.65,1.9642857142857142,127.39500000000001,7
Kelantan,2008,8,2008,58.8,1.707142857142857,134.865,7
Kelantan,2008,9,2008,109.2,2.45,102.73,7
Kelantan,2008,10,2008,50.599999999999994,2.5428571428571423,102.00999999999999,7
Kelantan,2008,11,2008,-42.349999999999994,2.5357142857142856,140.39,7
Kelantan,2008,12,2008,15.399999999999999,1.657142857142857,148.27,7
Kelantan,2008,13,2008,8.95,1.9428571428571428,135.745,7
Kelantan,2008,14,2008,41.4,1.5857142857142859,152.78500000000003,7
Kelantan,2008,15,2008,55.1,1.757142857142857,167.385,7
Kelantan,2008,16,2008,1.8,1.6571428571428573,164.91,7
Kelantan,2008,17,2008,43.25,1.5928571428571427,117.255,7
Kelantan,2008,18,2008,40.0,1.5857142857142856,142.57999999999998,7
Kelantan,2008,19,2008,9.649999999999999,1.5428571428571427,133.835,7
Kelantan,2008,20,2008,3.0,0.85,105.96499999999999,7
Kelantan,2008,21,2008,42.4,1.4142857142857144,128.31,7
Kelantan,2008,22,2008,29.2,1.35,131.815,7
Kelantan,2008,23,2008,1.1499999999999997,1.4571428571428573,137.125,7
Kelantan,2008,24,2008,60.3,1.3642857142857143,119.765,7
Kelantan,2008,25,2008,41.1,1.4785714285714284,2.8762163186813806e+21,7
Kelantan,2008,26,2008,110.60000000000001,1.9142857142857141,144.64999999999998,7
Kelantan,2008,27,2008,8.0,1.5642857142857145,132.92000000000002,7
Kelantan,2008,28,2008,-13.749999999999996,1.6642857142857144,132.67,7
Kelantan,2008,29,2008,2.850000000000002,1.8,138.485,7
Kelantan,2008,30,2008,3.650000000000002,1.4857142857142855,109.97,7
Kelantan,2008,31,2008,-6.949999999999999,1.542857142857143,146.115,7
Kelantan,2008,32,2008,71.60000000000001,1.735714285714286,121.45000000000002,7
Kelantan,2008,33,2008,35.9,1.614285714285714,150.07500000000002,7
Kelantan,2008,34,2008,53.15000000000001,1.7357142857142855,148.49,7
Kelantan,2008,35,2008,-4.749999999999998,1.5357142857142858,147.66,7
Kelantan,2008,36,2008,-4.849999999999994,1.5857142857142856,128.7,7
Kelantan,2008,37,2008,53.6,1.3428571428571427,123.375,7
Kelantan,2008,38,2008,-4.049999999999999,1.1214285714285714,110.64999999999999,7
Kelantan,2008,39,2008,15.2,1.3928571428571428,135.44,7
Kelantan,2008,40,2008,18.799999999999997,1.3,113.55,7
Kelantan,2008,41,2008,56.3,1.542857142857143,161.17000000000002,7
Kelantan,2008,42,2008,3.2500000000000018,1.5999999999999999,163.12,7
Kelantan,2008,43,2008,86.50000000000001,1.514285714285714,110.57000000000001,7
Kelantan,2008,44,2008,-21.949999999999996,1.2928571428571427,133.17000000000002,7
Kelantan,2008,45,2008,61.70000000000001,1.407142857142857,133.33,7
Kelantan,2008,46,2008,144.55,1.0071428571428571,85.05999999999999,7
Kelantan,2008,47,2008,313.05,0.9214285714285714,60.809999999999995,7
Kelantan,2008,48,2008,476.55,1.1,36.06,7
Kelantan,2008,49,2008,286.5,1.5285714285714287,78.05000000000001,7
Kelantan,2008,50,2008,12.200000000000006,1.1642857142857144,94.89,7
Kelantan,2008,51,2008,18.099999999999994,1.5999999999999999,85.55000000000001,7
Kelantan,2008,52,2008,198.79999999999998,1.3714285714285714,77.91,7
Kelantan,2009,1,2009,272.9,1.7642857142857145,31.13,7
Kelantan,2009,2,2009,-19.5,1.4214285714285713,,7
Kelantan,2009,3,2009,67.44999999999999,1.5857142857142854,,7
Kelantan,2009,4,2009,-11.899999999999995,1.9214285714285715,,7
Kelantan,2009,5,2009,0.0,1.4,,7
Kelantan,2009,6,2009,0.0,1.5714285714285714,,7
Kelantan,2009,7,2009,-16.549999999999997,1.3785714285714286,,7
Kelantan,2009,8,2009,2.7500000000000013,1.7500000000000002,,7
Kelantan,2009,9,2009,56.3,1.557142857142857,,7
Kelantan,2009,10,2009,31.70000000000001,1.3857142857142857,,7
Kelantan,2009,11,2009,78.7,1.3785714285714286,,7
Kelantan,2009,12,2009,35.99999999999999,1.3,,7
Kelantan,2009,13,2009,-12.349999999999998,1.3357142857142856,,7
Kelantan,2009,14,2009,66.8,1.3214285714285714,,7
Kelantan,2009,15,2009,3.150000000000003,1.2714285714285711,,7
Kelantan,2009,16,2009,13.599999999999998,1.5142857142857145,,7
Kelantan,2009,17,2009,2.3500000000000014,1.45,,7
Kelantan,2009,18,2009,14.350000000000001,1.5357142857142858,,7
Kelantan,2009,19,2009,46.45,1.4642857142857142,,7
Kelantan,2009,20,2009,-7.399999999999999,1.5714285714285714,,7
Kelantan,2009,21,2009,-11.849999999999998,1.2928571428571427,,7
Kelantan,2009,22,2009,67.0,1.45,,7
Kelantan,2009,23,2009,13.799999999999999,1.3285714285714287,,7
Kelantan,2009,24,2009,-5.1499999999999995,1.2785714285714285,,7
Kelantan,2009,25,2009,5.3999999999999995,1.3642857142857143,,7
Kelantan,2009,26,2009,54.55,1.5785714285714287,,7
Kelantan,2009,27,2009,56.699999999999996,1.657142857142857,,7
Kelantan,2009,28,2009,45.199999999999996,1.5857142857142859,,7
Kelantan,2009,29,2009,2.4,1.1857142857142857,,7
Kelantan,2009,30,2009,26.650000000000002,1.4642857142857142,,7
Kelantan,2009,31,2009,56.050000000000004,1.5642857142857143,,7
Kelantan,2009,32,2009,-5.9999999999999964,1.1785714285714286,,7
Kelantan,2009,33,2009,-5.949999999999997,1.5428571428571427,,7
Kelantan,2009,34,2009,45.2,1.5785714285714285,,7
Kelantan,2009,35,2009,61.35,1.614285714285714,,7
Kelantan,2009,36,2009,-27.549999999999994,1.1071428571428572,,7
Kelantan,2009,37,2009,41.849999999999994,1.2999999999999996,,7
Kelantan,2009,38,2009,-8.399999999999997,1.235714285714286,,7
Kelantan,2009,39,2009,34.75,0.43571428571428567,,7
Kelantan,2009,40,2009,-14.499999999999998,1.464285714285714,,7
Kelantan,2009,41,2009,53.7,1.25,,7
Kelantan,2009,42,2009,0.6000000000000014,1.3357142857142856,,7
Kelantan,2009,43,2009,35.3,1.3071428571428574,,7
Kelantan,2009,44,2009,85.6,1.4357142857142862,,7
Kelantan,2009,45,2009,353.7,1.7428571428571427,,7
Kelantan,2009,46,2009,36.900000000000006,1.2428571428571427,,7
Kelantan,2009,47,2009,405.05,1.407142857142857,,7
Kelantan,2009,48,2009,43.15,1.0500000000000003,,7
Kelantan,2009,49,2009,321.3999999999999,1.8214285714285712,,7
Kelantan,2009,50,2009,-29.199999999999996,1.7642857142857145,,7
Kelantan,2009,51,2009,188.29999999999998,1.9285714285714286,,7
Kelantan,2009,52,2009,33.2,2.0357142857142856,,7
Kelantan,2009,53,2009,33.650000000000006,1.4857142857142855,,7
Kelantan,2010,1,2010,-49.29999999999999,1.4714285714285715,,7
Kelantan,2010,2,2010,0.1,1.8214285714285714,,7
Kelantan,2010,3,2010,21.7,1.5999999999999999,,7
Kelantan,2010,4,2010,25.75,1.757142857142857,,7
Kelantan,2010,5,2010,6.8,1.6428571428571428,,7
Kelantan,2010,6,2010,5.1,1.7999999999999996,,7
Kelantan,2010,7,2010,-4.549999999999999,1.9,,7
Kelantan,2010,8,2010,-16.65,1.7142857142857142,,7
Kelantan,2010,9,2010,0.0,1.5428571428571427,,7
Kelantan,2010,10,2010,17.2,2.0142857142857147,,7
Kelantan,2010,11,2010,2.150000000000003,1.7857142857142858,,7
Kelantan,2010,12,2010,26.5,1.807142857142857,,7
Kelantan,2010,13,2010,33.75,1.607142857142857,,7
Kelantan,2010,14,2010,2.8000000000000003,1.6142857142857143,,7
Kelantan,2010,15,2010,3.1,1.7,,7
Kelantan,2010,16,2010,12.4,1.5928571428571432,,7
Kelantan,2010,17,2010,16.299999999999997,1.392857142857143,,7
Kelantan,2010,18,2010,1.3,1.6785714285714286,,7
Kelantan,2010,19,2010,8.35,1.5642857142857145,,7
Kelantan,2010,20,2010,48.8,1.4285714285714286,,7
Kelantan,2010,21,2010,44.800000000000004,1.5214285714285711,,7
Kelantan,2010,22,2010,7.1,1.6285714285714286,,7
Kelantan,2010,23,2010,11.7,1.1642857142857144,,7
Kelantan,2010,24,2010,56.5,1.4071428571428573,,7
Kelantan,2010,25,2010,74.3,1.5785714285714287,,7
Kelantan,2010,26,2010,35.15000000000001,1.5714285714285714,,7
Kelantan,2010,27,2010,-28.399999999999995,1.3857142857142857,,7
Kelantan,2010,28,2010,64.2,1.3,,7
Kelantan,2010,29,2010,-14.749999999999996,1.25,,7
Kelantan,2010,30,2010,59.60000000000001,1.2428571428571427,,7
Kelantan,2010,31,2010,25.7,1.1428571428571428,,7
Kelantan,2010,32,2010,1.5999999999999999,1.2142857142857142,,7
Kelantan,2010,33,2010,-5.599999999999998,1.1357142857142857,,7
Kelantan,2010,34,2010,-26.0,1.45,,7
Kelantan,2010,35,2010,-3.099999999999998,1.2785714285714285,,7
Kelantan,2010,36,2010,-5.099999999999997,1.2714285714285716,,7
Kelantan,2010,37,2010,58.10000000000001,1.4785714285714284,,7
Kelantan,2010,38,2010,-14.299999999999997,1.107142857142857,,7
Kelantan,2010,39,2010,49.550000000000004,1.3142857142857143,,7
Kelantan,2010,40,2010,39.65,1.2214285714285715,,7
Kelantan,2010,41,2010,8.299999999999999,0.9071428571428573,,7
Kelantan,2010,42,2010,1.8500000000000014,1.0214285714285716,,7
Kelantan,2010,43,2010,226.1,1.592857142857143,,7
Kelantan,2010,44,2010,155.00000000000003,1.3142857142857145,,7
Kelantan,2010,45,2010,84.55,1.2285714285714289,,7
Kelantan,2010,46,2010,94.89999999999999,1.2142857142857142,,7
Kelantan,2010,47,2010,150.70000000000002,1.2357142857142858,,7
Kelantan,2010,48,2010,170.6,1.1428571428571428,,7
Kelantan,2010,49,2010,9.550000000000004,1.1500000000000001,,7
Kelantan,2010,50,2010,106.7,1.2142857142857142,,7
Kelantan,2010,51,2010,79.3,1.2857142857142858,,7
Kelantan,2010,52,2010,237.4,1.6785714285714288,,7
Kelantan,2011,1,2011,300.25,1.6857142857142857,,7
Kelantan,2011,2,2011,5.75,1.4285714285714286,,7
Kelantan,2011,3,2011,5.3,1.6428571428571428,,7
Kelantan,2011,4,2011,89.4,3.2142857142857144,,7
Kelantan,2011,5,2011,-9.849999999999998,2.2642857142857142,,7
Kelantan,2011,6,2011,0.0,1.5714285714285714,,7
Kelantan,2011,7,2011,17.5,1.807142857142857,,7
Kelantan,2011,8,2011,-30.4,1.9357142857142857,,7
Kelantan,2011,9,2011,0.0,1.7285714285714289,,7
Kelantan,2011,10,2011,168.5,2.121428571428571,,7
Kelantan,2011,11,2011,15.0,1.7214285714285715,,7
Kelantan,2011,12,2011,102.45,1.2928571428571427,,7
Kelantan,2011,13,2011,184.7,1.9857142857142858,,7
Kelantan,2011,14,2011,-9.599999999999998,1.9214285714285713,,7
Kelantan,2011,15,2011,-30.099999999999994,1.8071428571428572,,7
Kelantan,2011,16,2011,0.30000000000000004,1.7428571428571427,,7
Kelantan,2011,17,2011,2.0,1.6428571428571428,,7
Kelantan,2011,18,2011,11.45,1.3928571428571428,,7
Kelantan,2011,19,2011,8.75,1.3857142857142857,,7
Kelantan,2011,20,2011,-1.4999999999999982,0.3999999999999999,,7
Kelantan,2011,21,2011,-7.399999999999997,-0.16428571428571434,,7
Kelantan,2011,22,2011,-23.799999999999994,-0.1571428571428572,,7
Kelantan,2011,23,2011,65.1,-0.11428571428571432,,7
Kelantan,2011,24,2011,37.1,-0.1571428571428572,,7
Kelantan,2011,25,2011,43.599999999999994,-0.11428571428571432,,7
Kelantan,2011,26,2011,53.70000000000001,1.392857142857143,,7
Kelantan,2011,27,2011,2.5,1.3285714285714285,,7
Kelantan,2011,28,2011,87.4,1.5214285714285711,,7
Kelantan,2011,29,2011,70.0,1.5357142857142858,,7
Kelantan,2011,30,2011,-0.44999999999999885,1.3142857142857143,,7
Kelantan,2011,31,2011,35.2,1.542857142857143,,7
Kelantan,2011,32,2011,8.950000000000001,1.45,,7
Kelantan,2011,33,2011,-12.349999999999998,1.4785714285714289,,7
Kelantan,2011,34,2011,76.85000000000002,1.3785714285714286,,7
Kelantan,2011,35,2011,18.500000000000004,1.4499999999999997,,7
Kelantan,2011,36,2011,65.89999999999999,1.5,,7
Kelantan,2011,37,2011,-25.9,1.5357142857142858,,7
Kelantan,2011,38,2011,4.150000000000002,1.3,,7
Kelantan,2011,39,2011,40.4,1.3142857142857143,,7
Kelantan,2011,40,2011,91.60000000000001,1.4785714285714284,,7
Kelantan,2011,41,2011,22.5,1.0785714285714287,,7
Kelantan,2011,42,2011,53.8,1.0714285714285714,,7
Kelantan,2011,43,2011,129.4,1.1714285714285713,,7
Kelantan,2011,44,2011,31.700000000000014,1.1142857142857143,,7
Kelantan,2011,45,2011,54.95,1.3357142857142856,,7
Kelantan,2011,46,2011,116.1,1.1500000000000001,,7
Kelantan,2011,47,2011,461.79999999999995,2.392857142857143,,7
Kelantan,2011,48,2011,54.55,1.55,,7
Kelantan,2011,49,2011,76.8,1.6785714285714286,,7
Kelantan,2011,50,2011,161.70000000000002,2.2642857142857142,,7
Kelantan,2011,51,2011,20.20000000000001,2.7857142857142856,,7
Kelantan,2011,52,2011,142.55,1.614285714285714,6.67,7
Kelantan,2012,1,2012,41.900000000000006,1.8714285714285714,118.85,7
Kelantan,2012,2,2012,104.30000000000001,2.557142857142857,68.33,7
Kelantan,2012,3,2012,64.3,1.5,128.81,7
Kelantan,2012,4,2012,14.6,1.657142857142857,118.71,7
Kelantan,2012,5,2012,48.7,2.685714285714286,127.33,7
Kelantan,2012,6,2012,-8.049999999999999,2.1142857142857143,134.18,7
Kelantan,2012,7,2012,-41.14999999999999,1.6928571428571428,122.83000000000001,7
Kelantan,2012,8,2012,-11.249999999999998,1.8357142857142856,178.06,7
Kelantan,2012,9,2012,95.7,1.5357142857142858,123.41,7
Kelantan,2012,10,2012,46.800000000000004,1.5357142857142858,149.94,7
Kelantan,2012,11,2012,11.1,1.2642857142857142,135.22,7
Kelantan,2012,12,2012,-12.749999999999998,1.5285714285714285,173.62,7
Kelantan,2012,13,2012,30.0,1.6285714285714286,157.26,7
Kelantan,2012,14,2012,-13.649999999999999,1.5714285714285714,133.51,7
Kelantan,2012,15,2012,1.1500000000000021,1.4357142857142855,153.36,7
Kelantan,2012,16,2012,11.25,1.357142857142857,131.75,7
Kelantan,2012,17,2012,16.85,1.4142857142857144,143.5,7
Kelantan,2012,18,2012,70.3,1.3214285714285714,156.96,7
Kelantan,2012,19,2012,2.0500000000000025,1.2357142857142855,116.78999999999999,7
Kelantan,2012,20,2012,-9.549999999999995,1.1428571428571428,141.11,7
Kelantan,2012,21,2012,52.6,1.4142857142857141,147.06,7
Kelantan,2012,22,2012,18.5,1.3785714285714286,129.68,7
Kelantan,2012,23,2012,15.0,1.2785714285714285,117.4,7
Kelantan,2012,24,2012,16.1,1.1214285714285714,140.39,7
Kelantan,2012,25,2012,15.5,1.3499999999999999,141.12,7
Kelantan,2012,26,2012,5.8,1.3857142857142857,148.26,7
Kelantan,2012,27,2012,58.5,1.364285714285714,130.27,7
Kelantan,2012,28,2012,12.05,1.242857142857143,135.67000000000002,7
Kelantan,2012,29,2012,14.65,1.457142857142857,147.99,7
Kelantan,2012,30,2012,31.299999999999997,1.1928571428571428,123.42,7
Kelantan,2012,31,2012,27.9,1.1928571428571428,142.82999999999998,7
Kelantan,2012,32,2012,36.05,1.5571428571428572,158.9,7
Kelantan,2012,33,2012,11.6,1.5785714285714287,159.49,7
